site_id,bit_index,trial,result,exit_code,stdout,stderr,dump
1,0,1,BASELINE,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/baseline.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/baseline.err,
15,29,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit29.bin
15,29,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit29_trial2.bin
15,29,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit29_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit29_trial3.bin
15,30,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit30.bin
15,30,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit30_trial2.bin
15,30,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit30_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit30_trial3.bin
15,31,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit31.bin
15,31,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit31_trial2.bin
15,31,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site15_bit31_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site15_bit31_trial3.bin
16,0,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site16_bit0.bin
16,0,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site16_bit0_trial2.bin
16,0,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/site16_bit0_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/entropy/float/entropy_site16_bit0_trial3.bin
