site_id,bit_index,result
50,17,SDC
50,18,SDC
50,19,SDC
50,20,SDC
50,21,SDC
50,22,SDC
50,23,SDC
50,24,SDC
50,25,SDC
50,26,SDC
50,27,SDC
50,28,SDC
50,29,SDC
50,30,SDC
50,31,SDC
51,0,SDC
51,1,SDC
51,2,SDC
51,3,SDC
51,4,SDC
51,5,SDC
51,6,SDC
51,7,SDC
51,8,SDC
51,9,SDC
51,10,SDC
51,11,SDC
51,12,SDC
51,13,SDC
51,14,SDC
51,15,SDC
51,16,SDC
51,17,SDC
51,18,SDC
51,19,SDC
51,20,SDC
51,21,SDC
51,22,SDC
51,23,SDC
51,24,SDC
51,25,SDC
51,26,SDC
51,27,SDC
51,28,SDC
51,29,SDC
51,30,SDC
51,31,SDC
52,0,SDC
52,1,SDC
52,2,SDC
52,3,SDC
52,4,SDC
52,5,SDC
52,6,SDC
52,7,SDC
52,8,SDC
52,9,SDC
52,10,SDC
52,11,SDC
52,12,SDC
52,13,SDC
52,14,SDC
52,15,SDC
52,16,SDC
52,17,SDC
52,18,SDC
52,19,SDC
52,20,SDC
52,21,SDC
52,22,SDC
52,23,SDC
52,24,SDC
52,25,SDC
52,26,SDC
52,27,SDC
52,28,SDC
52,29,SDC
52,30,SDC
52,31,SDC
53,0,SDC
53,1,SDC
53,2,SDC
53,3,SDC
53,4,SDC
53,5,SDC
53,6,SDC
53,7,SDC
53,8,SDC
53,9,SDC
53,10,SDC
53,11,SDC
53,12,SDC
53,13,SDC
53,14,SDC
53,15,SDC
53,16,SDC
53,17,SDC
53,18,SDC
53,19,MASKED
53,20,MASKED
53,21,MASKED
53,22,MASKED
53,23,MASKED
53,24,MASKED
53,25,MASKED
53,26,MASKED
53,27,MASKED
53,28,MASKED
53,29,MASKED
53,30,MASKED
53,31,MASKED
53,32,MASKED
53,33,MASKED
53,34,MASKED
53,35,MASKED
53,36,MASKED
53,37,MASKED
53,38,MASKED
53,39,MASKED
53,40,MASKED
53,41,MASKED
53,42,MASKED
53,43,MASKED
53,44,MASKED
53,45,MASKED
53,46,MASKED
53,47,MASKED
53,48,MASKED
53,49,MASKED
53,50,MASKED
53,51,MASKED
53,52,MASKED
53,53,MASKED
53,54,MASKED
53,55,MASKED
53,56,MASKED
53,57,MASKED
53,58,MASKED
53,59,MASKED
53,60,MASKED
53,61,MASKED
53,62,MASKED
53,63,MASKED
54,0,SDC
54,1,SDC
54,2,SDC
54,3,SDC
54,4,SDC
54,5,SDC
54,6,SDC
54,7,SDC
54,8,SDC
54,9,SDC
54,10,SDC
54,11,SDC
54,12,SDC
54,13,SDC
54,14,SDC
54,15,SDC
54,16,SDC
54,17,SDC
54,18,SDC
54,19,MASKED
54,20,MASKED
54,21,MASKED
54,22,MASKED
54,23,MASKED
54,24,MASKED
54,25,MASKED
54,26,MASKED
54,27,MASKED
54,28,MASKED
54,29,MASKED
54,30,MASKED
54,31,MASKED
55,0,SDC
55,1,SDC
55,2,SDC
55,3,SDC
55,4,SDC
55,5,SDC
55,6,SDC
55,7,SDC
55,8,SDC
55,9,SDC
55,10,SDC
55,11,SDC
55,12,SDC
55,13,SDC
55,14,SDC
55,15,SDC
55,16,SDC
55,17,SDC
55,18,SDC
55,19,MASKED
55,20,MASKED
55,21,MASKED
55,22,MASKED
55,23,MASKED
55,24,MASKED
55,25,MASKED
55,26,MASKED
55,27,MASKED
55,28,MASKED
55,29,MASKED
55,30,MASKED
55,31,MASKED
56,0,SDC
56,1,SDC
56,2,SDC
56,3,SDC
56,4,SDC
56,5,SDC
56,6,SDC
56,7,SDC
56,8,SDC
56,9,SDC
56,10,SDC
56,11,SDC
56,12,SDC
56,13,SDC
56,14,SDC
56,15,SDC
56,16,SDC
56,17,SDC
56,18,SDC
56,19,SDC
56,20,SDC
56,21,SDC
56,22,SDC
56,23,SDC
56,24,SDC
56,25,SDC
56,26,SDC
56,27,SDC
56,28,SDC
56,29,SDC
56,30,SDC
56,31,SDC
57,0,SDC
57,1,SDC
57,2,SDC
57,3,SDC
57,4,SDC
57,5,SDC
57,6,SDC
57,7,SDC
57,8,SDC
57,9,SDC
57,10,SDC
