site_id,bit_index,result
57,11,SDC
57,12,SDC
57,13,SDC
57,14,SDC
57,15,SDC
57,16,SDC
57,17,SDC
57,18,SDC
57,19,SDC
57,20,SDC
57,21,SDC
57,22,SDC
57,23,SDC
57,24,SDC
57,25,SDC
57,26,SDC
57,27,SDC
57,28,SDC
57,29,SDC
57,30,SDC
57,31,SDC
58,0,SDC
58,1,SDC
58,2,SDC
58,3,SDC
58,4,SDC
58,5,SDC
58,6,SDC
58,7,SDC
58,8,SDC
58,9,SDC
58,10,SDC
58,11,SDC
58,12,SDC
58,13,SDC
58,14,SDC
58,15,SDC
58,16,SDC
58,17,SDC
58,18,SDC
58,19,SDC
58,20,SDC
58,21,SDC
58,22,SDC
58,23,SDC
58,24,SDC
58,25,SDC
58,26,SDC
58,27,SDC
58,28,SDC
58,29,SDC
58,30,SDC
58,31,SDC
59,0,SDC
59,1,SDC
59,2,SDC
59,3,SDC
59,4,SDC
59,5,SDC
59,6,SDC
59,7,SDC
59,8,SDC
59,9,SDC
59,10,SDC
59,11,SDC
59,12,SDC
59,13,SDC
59,14,SDC
59,15,SDC
59,16,SDC
59,17,SDC
59,18,SDC
59,19,SDC
59,20,SDC
59,21,SDC
59,22,SDC
59,23,SDC
59,24,SDC
59,25,SDC
59,26,SDC
59,27,SDC
59,28,SDC
59,29,SDC
59,30,SDC
59,31,SDC
60,0,SDC
60,1,SDC
60,2,SDC
60,3,SDC
60,4,SDC
60,5,SDC
60,6,SDC
60,7,SDC
60,8,SDC
60,9,SDC
60,10,SDC
60,11,SDC
60,12,SDC
60,13,SDC
60,14,SDC
60,15,SDC
60,16,SDC
60,17,SDC
60,18,SDC
60,19,SDC
60,20,SDC
60,21,SDC
60,22,SDC
60,23,SDC
60,24,SDC
60,25,SDC
60,26,SDC
60,27,SDC
60,28,SDC
60,29,SDC
60,30,SDC
60,31,SDC
61,0,SDC
61,1,SDC
61,2,SDC
61,3,SDC
61,4,SDC
61,5,SDC
61,6,SDC
61,7,SDC
61,8,SDC
61,9,SDC
61,10,SDC
61,11,SDC
61,12,SDC
61,13,SDC
61,14,SDC
61,15,SDC
61,16,SDC
61,17,SDC
61,18,SDC
61,19,MASKED
61,20,MASKED
61,21,MASKED
61,22,MASKED
61,23,MASKED
61,24,MASKED
61,25,MASKED
61,26,MASKED
61,27,MASKED
61,28,MASKED
61,29,MASKED
61,30,MASKED
61,31,MASKED
62,0,SDC
62,1,SDC
62,2,SDC
62,3,SDC
62,4,SDC
62,5,SDC
62,6,SDC
62,7,SDC
62,8,SDC
62,9,SDC
62,10,SDC
62,11,SDC
62,12,SDC
62,13,SDC
62,14,SDC
62,15,SDC
62,16,SDC
62,17,SDC
62,18,SDC
62,19,SDC
62,20,SDC
62,21,SDC
62,22,SDC
62,23,SDC
62,24,SDC
62,25,SDC
62,26,SDC
62,27,SDC
62,28,SDC
62,29,SDC
62,30,SDC
62,31,SDC
62,32,SDC
62,33,SDC
62,34,SDC
62,35,SDC
62,36,SDC
62,37,SDC
62,38,SDC
62,39,SDC
62,40,SDC
62,41,SDC
62,42,SDC
62,43,SDC
62,44,SDC
62,45,SDC
62,46,SDC
62,47,SDC
62,48,SDC
62,49,SDC
62,50,SDC
62,51,SDC
62,52,SDC
62,53,SDC
62,54,SDC
62,55,SDC
62,56,SDC
62,57,SDC
62,58,SDC
62,59,SDC
62,60,SDC
62,61,SDC
62,62,SDC
62,63,SDC
63,0,SDC
63,1,SDC
63,2,SDC
63,3,SDC
63,4,SDC
63,5,SDC
63,6,SDC
63,7,SDC
63,8,SDC
63,9,SDC
63,10,SDC
63,11,SDC
63,12,SDC
63,13,SDC
63,14,SDC
63,15,SDC
63,16,SDC
63,17,SDC
63,18,SDC
63,19,SDC
63,20,SDC
63,21,SDC
63,22,SDC
63,23,SDC
63,24,SDC
63,25,SDC
63,26,SDC
63,27,SDC
63,28,SDC
63,29,SDC
63,30,SDC
63,31,SDC
64,0,SDC
64,1,SDC
64,2,SDC
64,3,SDC
64,4,SDC
64,5,SDC
64,6,SDC
64,7,SDC
64,8,SDC
64,9,SDC
64,10,SDC
64,11,SDC
64,12,SDC
64,13,SDC
64,14,SDC
64,15,SDC
64,16,SDC
64,17,SDC
64,18,SDC
64,19,SDC
64,20,SDC
64,21,SDC
64,22,SDC
64,23,SDC
64,24,SDC
64,25,SDC
64,26,SDC
64,27,SDC
64,28,SDC
64,29,SDC
64,30,SDC
64,31,SDC
65,0,SDC
65,1,SDC
65,2,SDC
65,3,SDC
65,4,SDC
65,5,SDC
65,6,SDC
65,7,SDC
65,8,SDC
65,9,SDC
65,10,SDC
65,11,SDC
65,12,SDC
65,13,SDC
65,14,SDC
65,15,SDC
65,16,SDC
65,17,SDC
65,18,SDC
65,19,SDC
65,20,SDC
65,21,SDC
65,22,SDC
65,23,SDC
65,24,SDC
65,25,SDC
65,26,SDC
65,27,SDC
65,28,SDC
65,29,SDC
65,30,SDC
65,31,SDC
66,0,SDC
66,1,SDC
66,2,SDC
66,3,SDC
66,4,SDC
66,5,SDC
66,6,SDC
66,7,SDC
66,8,SDC
66,9,SDC
66,10,SDC
66,11,SDC
66,12,SDC
66,13,SDC
66,14,SDC
66,15,SDC
66,16,SDC
66,17,SDC
66,18,SDC
66,19,SDC
66,20,SDC
66,21,SDC
66,22,SDC
66,23,SDC
66,24,SDC
66,25,SDC
66,26,SDC
66,27,SDC
66,28,SDC
66,29,SDC
66,30,SDC
66,31,SDC
67,0,SDC
67,1,SDC
67,2,SDC
67,3,SDC
67,4,SDC
67,5,SDC
67,6,SDC
67,7,SDC
67,8,SDC
67,9,SDC
67,10,SDC
67,11,SDC
67,12,SDC
67,13,SDC
67,14,SDC
67,15,SDC
67,16,SDC
67,17,SDC
67,18,SDC
67,19,SDC
67,20,SDC
67,21,SDC
67,22,SDC
67,23,SDC
67,24,SDC
67,25,SDC
67,26,SDC
67,27,SDC
67,28,SDC
67,29,SDC
67,30,SDC
67,31,SDC
68,0,SDC
68,1,SDC
68,2,SDC
68,3,SDC
68,4,SDC
68,5,SDC
68,6,SDC
68,7,SDC
68,8,SDC
68,9,SDC
68,10,SDC
68,11,SDC
68,12,SDC
68,13,SDC
68,14,SDC
68,15,SDC
68,16,SDC
68,17,SDC
68,18,SDC
68,19,MASKED
68,20,MASKED
68,21,MASKED
68,22,MASKED
68,23,MASKED
68,24,MASKED
68,25,MASKED
68,26,MASKED
68,27,MASKED
68,28,MASKED
68,29,MASKED
68,30,MASKED
68,31,MASKED
68,32,MASKED
68,33,MASKED
68,34,MASKED
68,35,MASKED
68,36,MASKED
68,37,MASKED
68,38,MASKED
68,39,MASKED
68,40,MASKED
68,41,MASKED
68,42,MASKED
68,43,MASKED
68,44,MASKED
68,45,MASKED
68,46,MASKED
68,47,MASKED
68,48,MASKED
68,49,MASKED
68,50,MASKED
68,51,MASKED
68,52,MASKED
68,53,MASKED
68,54,MASKED
68,55,MASKED
68,56,MASKED
68,57,MASKED
68,58,MASKED
68,59,MASKED
68,60,MASKED
68,61,MASKED
68,62,MASKED
68,63,MASKED
69,0,SDC
69,1,SDC
69,2,SDC
69,3,SDC
69,4,SDC
69,5,SDC
69,6,SDC
69,7,SDC
69,8,SDC
69,9,SDC
69,10,SDC
69,11,SDC
69,12,SDC
69,13,SDC
69,14,SDC
69,15,SDC
69,16,SDC
69,17,SDC
69,18,SDC
69,19,SDC
69,20,SDC
69,21,SDC
69,22,SDC
69,23,SDC
69,24,SDC
69,25,SDC
69,26,SDC
69,27,SDC
69,28,SDC
69,29,SDC
69,30,SDC
69,31,SDC
70,0,SDC
70,1,SDC
70,2,SDC
70,3,SDC
70,4,SDC
70,5,SDC
70,6,SDC
70,7,SDC
70,8,SDC
70,9,SDC
70,10,SDC
70,11,SDC
70,12,SDC
70,13,SDC
70,14,SDC
70,15,SDC
70,16,SDC
70,17,SDC
70,18,SDC
70,19,SDC
70,20,SDC
70,21,SDC
70,22,SDC
70,23,SDC
70,24,SDC
70,25,SDC
70,26,SDC
70,27,SDC
70,28,SDC
70,29,SDC
70,30,SDC
70,31,SDC
71,0,SDC
71,1,SDC
71,2,SDC
71,3,SDC
71,4,SDC
71,5,SDC
71,6,SDC
71,7,SDC
71,8,SDC
71,9,SDC
71,10,SDC
71,11,SDC
71,12,SDC
71,13,SDC
71,14,SDC
71,15,SDC
71,16,SDC
71,17,SDC
71,18,SDC
71,19,SDC
71,20,SDC
71,21,SDC
71,22,SDC
71,23,SDC
71,24,SDC
71,25,SDC
71,26,SDC
71,27,SDC
71,28,SDC
71,29,SDC
71,30,SDC
71,31,SDC
72,0,SDC
72,1,SDC
72,2,SDC
72,3,SDC
72,4,SDC
72,5,SDC
72,6,SDC
72,7,SDC
72,8,SDC
72,9,SDC
72,10,SDC
72,11,SDC
72,12,SDC
72,13,SDC
72,14,SDC
72,15,SDC
72,16,SDC
72,17,SDC
72,18,SDC
72,19,SDC
72,20,SDC
72,21,SDC
72,22,SDC
72,23,SDC
72,24,SDC
72,25,SDC
72,26,SDC
72,27,SDC
72,28,SDC
72,29,SDC
72,30,SDC
72,31,SDC
73,0,SDC
73,1,SDC
73,2,SDC
73,3,SDC
73,4,SDC
73,5,SDC
73,6,SDC
73,7,SDC
73,8,SDC
73,9,SDC
73,10,SDC
73,11,SDC
73,12,SDC
73,13,SDC
73,14,SDC
73,15,SDC
73,16,SDC
73,17,SDC
73,18,SDC
73,19,SDC
73,20,SDC
73,21,SDC
73,22,SDC
73,23,SDC
73,24,SDC
73,25,SDC
73,26,SDC
73,27,SDC
73,28,SDC
73,29,SDC
73,30,SDC
73,31,SDC
74,0,SDC
74,1,SDC
74,2,SDC
74,3,SDC
74,4,SDC
74,5,SDC
74,6,SDC
74,7,SDC
74,8,SDC
74,9,SDC
74,10,SDC
74,11,SDC
74,12,SDC
74,13,SDC
74,14,SDC
74,15,SDC
74,16,SDC
74,17,SDC
74,18,SDC
74,19,SDC
74,20,SDC
74,21,SDC
74,22,SDC
74,23,SDC
74,24,SDC
74,25,SDC
74,26,SDC
74,27,SDC
74,28,SDC
74,29,SDC
74,30,SDC
74,31,SDC
75,0,SDC
75,1,SDC
75,2,SDC
75,3,SDC
75,4,SDC
75,5,SDC
75,6,SDC
75,7,SDC
75,8,SDC
75,9,SDC
75,10,SDC
75,11,SDC
75,12,SDC
75,13,SDC
75,14,SDC
75,15,SDC
75,16,SDC
75,17,SDC
75,18,SDC
75,19,SDC
75,20,SDC
75,21,SDC
75,22,SDC
75,23,SDC
75,24,SDC
75,25,SDC
75,26,SDC
75,27,SDC
75,28,SDC
75,29,SDC
75,30,SDC
75,31,SDC
76,0,SDC
76,1,SDC
76,2,SDC
76,3,SDC
76,4,SDC
76,5,SDC
76,6,SDC
76,7,SDC
76,8,SDC
76,9,SDC
76,10,SDC
76,11,SDC
76,12,SDC
76,13,SDC
76,14,SDC
76,15,SDC
76,16,SDC
76,17,SDC
76,18,SDC
76,19,SDC
76,20,SDC
76,21,SDC
76,22,SDC
76,23,SDC
76,24,SDC
76,25,SDC
76,26,SDC
76,27,SDC
76,28,SDC
76,29,SDC
76,30,SDC
76,31,SDC
77,0,SDC
77,1,SDC
77,2,SDC
77,3,SDC
77,4,SDC
77,5,SDC
77,6,SDC
77,7,SDC
77,8,SDC
77,9,SDC
77,10,SDC
77,11,SDC
77,12,SDC
77,13,SDC
77,14,SDC
77,15,SDC
77,16,SDC
77,17,SDC
77,18,SDC
77,19,MASKED
77,20,MASKED
77,21,MASKED
77,22,MASKED
77,23,MASKED
77,24,MASKED
77,25,MASKED
77,26,MASKED
77,27,MASKED
77,28,MASKED
77,29,MASKED
77,30,MASKED
77,31,MASKED
77,32,MASKED
77,33,MASKED
77,34,MASKED
77,35,MASKED
77,36,MASKED
77,37,MASKED
77,38,MASKED
77,39,MASKED
77,40,MASKED
77,41,MASKED
77,42,MASKED
77,43,MASKED
77,44,MASKED
77,45,MASKED
77,46,MASKED
77,47,MASKED
77,48,MASKED
77,49,MASKED
77,50,MASKED
77,51,MASKED
77,52,MASKED
77,53,MASKED
77,54,MASKED
77,55,MASKED
77,56,MASKED
77,57,MASKED
77,58,MASKED
77,59,MASKED
77,60,MASKED
77,61,MASKED
77,62,MASKED
77,63,MASKED
78,0,SDC
78,1,SDC
78,2,SDC
78,3,SDC
78,4,SDC
78,5,SDC
78,6,SDC
78,7,SDC
78,8,SDC
78,9,SDC
78,10,SDC
78,11,SDC
78,12,SDC
78,13,SDC
78,14,SDC
78,15,SDC
78,16,SDC
78,17,SDC
78,18,SDC
78,19,SDC
78,20,SDC
78,21,SDC
78,22,SDC
78,23,SDC
78,24,SDC
78,25,SDC
78,26,SDC
78,27,SDC
78,28,SDC
78,29,SDC
78,30,SDC
78,31,SDC
79,0,SDC
79,1,SDC
79,2,SDC
79,3,SDC
79,4,SDC
79,5,SDC
79,6,SDC
79,7,SDC
79,8,SDC
79,9,SDC
79,10,SDC
79,11,SDC
79,12,SDC
79,13,SDC
79,14,SDC
79,15,SDC
79,16,SDC
79,17,SDC
79,18,SDC
79,19,SDC
79,20,SDC
79,21,SDC
79,22,SDC
79,23,SDC
79,24,SDC
79,25,SDC
79,26,SDC
79,27,SDC
79,28,SDC
79,29,SDC
79,30,SDC
79,31,SDC
80,0,UNKNOWN
80,1,UNKNOWN
80,2,SDC
80,3,SDC
80,4,SDC
80,5,SDC
80,6,SDC
80,7,UNKNOWN
80,8,SDC
80,9,SDC
80,10,SDC
80,11,SDC
80,12,SDC
80,13,SDC
80,14,SDC
80,15,SDC
80,16,SDC
80,17,SDC
80,18,SDC
80,19,SDC
80,20,SDC
80,21,SDC
80,22,SDC
80,23,SDC
80,24,SDC
80,25,SDC
80,26,SDC
80,27,SDC
80,28,SDC
80,29,SDC
80,30,SDC
80,31,SDC
81,0,SDC
81,1,SDC
81,2,SDC
81,3,SDC
81,4,SDC
81,5,SDC
81,6,SDC
81,7,SDC
81,8,SDC
81,9,SDC
81,10,SDC
81,11,SDC
81,12,SDC
81,13,SDC
81,14,SDC
81,15,SDC
81,16,SDC
81,17,SDC
81,18,SDC
81,19,SDC
81,20,SDC
81,21,SDC
81,22,SDC
81,23,SDC
81,24,SDC
81,25,SDC
81,26,SDC
81,27,SDC
81,28,SDC
81,29,SDC
81,30,SDC
81,31,SDC
83,0,UNKNOWN
83,1,SDC
83,2,SDC
83,3,SDC
83,4,SDC
83,5,SDC
83,6,SDC
83,7,SDC
83,8,SDC
83,9,SDC
83,10,SDC
83,11,SDC
83,12,SDC
83,13,SDC
83,14,SDC
83,15,SDC
83,16,SDC
83,17,SDC
83,18,SDC
83,19,SDC
83,20,SDC
83,21,SDC
83,22,SDC
83,23,SDC
83,24,SDC
83,25,SDC
83,26,SDC
83,27,SDC
83,28,SDC
83,29,SDC
83,30,SDC
83,31,SDC
84,0,UNKNOWN
84,1,SDC
84,2,SDC
84,3,SDC
84,4,SDC
84,5,SDC
84,6,SDC
84,7,SDC
84,8,SDC
84,9,SDC
84,10,SDC
84,11,SDC
84,12,SDC
84,13,SDC
84,14,SDC
84,15,SDC
84,16,SDC
84,17,SDC
84,18,SDC
84,19,SDC
84,20,SDC
84,21,SDC
84,22,SDC
84,23,SDC
84,24,SDC
84,25,SDC
84,26,SDC
84,27,SDC
84,28,SDC
84,29,SDC
84,30,SDC
84,31,SDC
84,32,SDC
84,33,SDC
84,34,SDC
84,35,SDC
84,36,SDC
84,37,SDC
84,38,SDC
84,39,SDC
84,40,SDC
84,41,SDC
84,42,SDC
84,43,SDC
84,44,SDC
84,45,SDC
84,46,SDC
84,47,SDC
84,48,SDC
84,49,SDC
84,50,SDC
84,51,SDC
84,52,SDC
84,53,SDC
84,54,SDC
84,55,SDC
84,56,SDC
84,57,SDC
84,58,SDC
84,59,SDC
84,60,SDC
84,61,SDC
84,62,SDC
84,63,SDC
86,0,MASKED
86,1,MASKED
86,2,MASKED
86,3,MASKED
86,4,MASKED
86,5,MASKED
86,6,MASKED
86,7,MASKED
86,8,MASKED
86,9,MASKED
86,10,MASKED
86,11,MASKED
86,12,MASKED
86,13,MASKED
86,14,MASKED
86,15,MASKED
86,16,MASKED
86,17,MASKED
86,18,MASKED
86,19,MASKED
86,20,MASKED
86,21,MASKED
86,22,MASKED
86,23,MASKED
86,24,MASKED
86,25,MASKED
86,26,MASKED
86,27,MASKED
86,28,MASKED
86,29,MASKED
86,30,MASKED
86,31,MASKED
90,0,MASKED
90,1,MASKED
90,2,MASKED
90,3,MASKED
90,4,MASKED
90,5,MASKED
90,6,MASKED
90,7,MASKED
90,8,MASKED
90,9,MASKED
90,10,MASKED
90,11,MASKED
90,12,MASKED
90,13,MASKED
90,14,MASKED
90,15,MASKED
90,16,MASKED
90,17,MASKED
90,18,MASKED
90,19,MASKED
90,20,MASKED
90,21,MASKED
90,22,MASKED
90,23,MASKED
90,24,MASKED
90,25,MASKED
90,26,MASKED
90,27,MASKED
90,28,MASKED
90,29,MASKED
90,30,MASKED
90,31,MASKED
90,32,MASKED
90,33,MASKED
90,34,MASKED
90,35,MASKED
90,36,MASKED
90,37,MASKED
90,38,MASKED
90,39,MASKED
90,40,MASKED
90,41,MASKED
90,42,MASKED
90,43,MASKED
90,44,MASKED
90,45,MASKED
90,46,MASKED
90,47,MASKED
90,48,MASKED
90,49,MASKED
90,50,MASKED
90,51,MASKED
90,52,MASKED
90,53,MASKED
90,54,MASKED
90,55,MASKED
90,56,MASKED
90,57,MASKED
90,58,MASKED
90,59,MASKED
90,60,MASKED
90,61,MASKED
90,62,MASKED
90,63,MASKED
91,0,MASKED
91,1,MASKED
91,2,MASKED
91,3,MASKED
91,4,MASKED
91,5,MASKED
91,6,MASKED
91,7,MASKED
91,8,MASKED
91,9,MASKED
91,10,MASKED
91,11,MASKED
91,12,MASKED
91,13,MASKED
91,14,MASKED
91,15,MASKED
91,16,MASKED
91,17,MASKED
91,18,MASKED
91,19,MASKED
91,20,MASKED
91,21,MASKED
91,22,MASKED
91,23,MASKED
91,24,MASKED
91,25,MASKED
91,26,MASKED
91,27,MASKED
91,28,MASKED
