nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,store,int,32,0
2,2,exact,store,int,32,0
3,3,exact,store,int,32,0
4,4,exact,store,int,32,0
5,5,exact,store,int,32,0
6,6,exact,store,int,32,0
7,7,exact,store,int,32,0
8,8,exact,store,int,32,0
9,25,exact,mul,int,32,0
10,26,exact,mul,int,32,1
11,27,exact,mul,int,32,0
12,28,exact,sub,int,32,0
13,29,exact,sub,int,32,1
14,9,exact,store,int,32,0
15,31,exact,mul,int,32,0
16,32,exact,mul,int,32,1
17,33,exact,sub,int,32,0
18,34,exact,sub,int,32,1
19,10,exact,store,int,32,0
20,36,exact,add,int,32,0
21,37,exact,add,int,32,1
22,38,exact,sub,int,32,0
23,12,exact,store,int,32,0
24,40,exact,add,int,32,0
25,41,exact,add,int,32,1
26,18,exact,store,int,32,0
27,43,exact,icmp,int,32,0
28,44,exact,br,int,1,0
29,45,exact,sub,int,32,1
30,24,exact,store,int,32,0
31,47,exact,sub,int,32,0
32,48,exact,icmp,int,32,0
33,49,exact,icmp,int,32,1
34,50,exact,br,int,1,0
35,51,exact,sub,int,32,0
36,52,exact,sub,int,32,0
37,53,exact,sub,int,32,1
38,54,exact,add,int,32,0
39,55,exact,sub,int,32,0
40,56,exact,sub,int,32,1
41,57,exact,sub,int,32,0
42,30,exact,store,int,32,0
43,59,exact,sub,int,32,0
44,35,exact,store,int,32,0
45,61,exact,add,int,32,0
46,39,exact,store,int,32,0
47,63,exact,icmp,int,32,0
48,64,exact,icmp,int,32,1
49,65,exact,br,int,1,0
50,42,exact,store,int,32,0
51,67,exact,icmp,int,32,0
52,68,exact,icmp,int,32,1
53,69,exact,br,int,1,0
54,46,exact,store,int,32,0
55,71,exact,icmp,int,32,0
56,72,exact,icmp,int,32,1
57,73,exact,br,int,1,0
58,74,exact,icmp,int,32,0
59,75,exact,icmp,int,32,1
60,76,exact,zext,int,1,0
61,77,exact,store,int,8,0
62,78,exact,icmp,int,32,0
63,79,exact,br,int,1,0
64,80,exact,sub,int,32,0
65,81,exact,icmp,int,32,0
66,82,exact,icmp,int,32,1
67,83,exact,br,int,1,0
68,84,exact,sext,int,32,0
69,85,exact,getelementptr,int,64,1
70,86,exact,sext,int,32,0
71,178,exact,getelementptr,int,64,2
72,58,exact,store,int,32,0
73,89,exact,icmp,int,32,0
74,90,exact,icmp,int,32,1
75,91,exact,br,int,1,0
76,92,exact,add,int,32,0
77,93,exact,icmp,int,32,0
78,94,exact,icmp,int,32,1
79,95,exact,br,int,1,0
80,96,exact,sub,int,32,0
81,97,exact,sub,int,32,1
82,98,exact,sub,int,32,0
83,99,exact,icmp,int,32,0
84,100,exact,icmp,int,32,1
85,101,exact,br,int,1,0
86,102,exact,trunc,int,8,0
87,103,exact,br,int,1,0
88,104,exact,sext,int,32,0
89,129,no_operand,getelementptr,int,64,2
90,60,exact,store,int,32,0
91,107,exact,sext,int,32,0
92,140,no_operand,getelementptr,int,64,2
93,62,exact,store,int,32,0
94,110,exact,sext,int,32,0
95,143,no_operand,getelementptr,int,64,2
96,66,exact,store,int,32,0
97,113,exact,icmp,int,32,0
98,114,exact,icmp,int,32,1
99,115,exact,br,int,1,0
100,70,exact,store,int,32,0
101,117,exact,icmp,int,32,0
102,118,exact,icmp,int,32,1
103,119,exact,br,int,1,0
104,88,exact,store,int,32,0
105,121,exact,add,int,32,0
106,122,exact,add,int,32,1
107,123,exact,mul,int,32,0
108,124,exact,mul,int,32,1
109,125,exact,add,int,32,0
110,126,exact,add,int,32,1
111,106,exact,store,int,32,0
112,128,exact,sext,int,32,0
113,162,exact,getelementptr,int,64,1
114,130,exact,add,int,32,0
115,131,exact,add,int,32,1
116,132,exact,sext,int,32,0
117,186,no_operand,getelementptr,int,64,2
118,109,exact,store,int,32,0
119,135,exact,icmp,int,32,0
120,136,exact,br,int,1,0
121,137,exact,icmp,int,32,0
122,138,exact,br,int,1,0
123,139,exact,sext,int,32,0
125,112,exact,store,int,32,0
126,142,exact,sext,int,32,0
128,144,exact,sub,int,32,0
129,145,exact,icmp,int,32,0
130,146,exact,icmp,int,32,1
131,147,exact,br,int,1,0
132,148,exact,trunc,int,8,0
133,149,exact,br,int,1,0
134,150,exact,sext,int,32,0
136,152,exact,sext,int,32,0
138,116,exact,store,int,32,0
139,155,exact,add,int,32,0
140,120,exact,store,int,32,0
141,157,exact,trunc,int,8,0
142,158,exact,br,int,1,0
143,159,exact,sext,int,32,0
145,161,exact,sext,int,32,0
147,127,exact,store,int,32,0
