kind,screen_id,bench,site_id,bit_index,trial,path,sha256,size_bytes
baseline,BASELINE,entropy,26,0,0,/lus/flare/projects/UIC-HPC/mdunlavy/GPU_FI_supplemental_dumps/intel_supplemental_entropy_rerun_20260723T211000Z/tmp/entropy_baseline/entropy_baseline.bin,251df766d26c7f6e112b7ade91fc51ca1323359a77c140695ef6f3bfaed51249,40960000
injected,SUP007,entropy,22,0,1,/lus/flare/projects/UIC-HPC/mdunlavy/GPU_FI_supplemental_dumps/intel_supplemental_entropy_rerun_20260723T211000Z/local_dumps/entropy/entropy_site22_bit0.bin,251df766d26c7f6e112b7ade91fc51ca1323359a77c140695ef6f3bfaed51249,40960000
injected,SUP007,entropy,22,0,2,/lus/flare/projects/UIC-HPC/mdunlavy/GPU_FI_supplemental_dumps/intel_supplemental_entropy_rerun_20260723T211000Z/local_dumps/entropy/entropy_site22_bit0_trial2.bin,251df766d26c7f6e112b7ade91fc51ca1323359a77c140695ef6f3bfaed51249,40960000
injected,SUP011,entropy,64,10,1,/lus/flare/projects/UIC-HPC/mdunlavy/GPU_FI_supplemental_dumps/intel_supplemental_entropy_rerun_20260723T211000Z/local_dumps/entropy/entropy_site64_bit10.bin,251df766d26c7f6e112b7ade91fc51ca1323359a77c140695ef6f3bfaed51249,40960000
injected,SUP011,entropy,64,10,2,/lus/flare/projects/UIC-HPC/mdunlavy/GPU_FI_supplemental_dumps/intel_supplemental_entropy_rerun_20260723T211000Z/local_dumps/entropy/entropy_site64_bit10_trial2.bin,251df766d26c7f6e112b7ade91fc51ca1323359a77c140695ef6f3bfaed51249,40960000
