site_id,bit_index,result,taxonomy,exit_code,failure_kind,failure_signal,stdout,stderr,dump,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_ham_bits,metric_ham_bytes,metric_size_bytes
1,0,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit0.out,,,,,,,,,,,,,,,,
1,1,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit1.out,,,,,,,,,,,,,,,,
1,2,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit2.out,,,,,,,,,,,,,,,,
1,3,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit3.out,,,,,,,,,,,,,,,,
1,4,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit4.out,,,,,,,,,,,,,,,,
1,5,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit5.out,,,,,,,,,,,,,,,,
1,6,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit6.out,,,,,,,,,,,,,,,,
1,7,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit7.out,,,,,,,,,,,,,,,,
1,8,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit8.out,,,,,,,,,,,,,,,,
1,9,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit9.out,,,,,,,,,,,,,,,,
1,10,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit10.out,,,,,,,,,,,,,,,,
1,11,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit11.out,,,,,,,,,,,,,,,,
1,12,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit12.out,,,,,,,,,,,,,,,,
1,13,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit13.out,,,,,,,,,,,,,,,,
1,14,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit14.out,,,,,,,,,,,,,,,,
1,15,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit15.out,,,,,,,,,,,,,,,,
1,16,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit16.out,,,,,,,,,,,,,,,,
1,17,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit17.out,,,,,,,,,,,,,,,,
1,18,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit18.out,,,,,,,,,,,,,,,,
1,19,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit19.out,,,,,,,,,,,,,,,,
1,20,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit20.out,,,,,,,,,,,,,,,,
1,21,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit21.out,,,,,,,,,,,,,,,,
1,22,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit22.out,,,,,,,,,,,,,,,,
1,23,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit23.out,,,,,,,,,,,,,,,,
1,24,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit24.out,,,,,,,,,,,,,,,,
1,25,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit25.out,,,,,,,,,,,,,,,,
1,26,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit26.out,,,,,,,,,,,,,,,,
1,27,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit27.out,,,,,,,,,,,,,,,,
1,28,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit28.out,,,,,,,,,,,,,,,,
1,29,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit29.out,,,,,,,,,,,,,,,,
1,30,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site1_bit30.out,,,,,,,,,,,,,,,,
1,31,SDC,SDC_FLAGGED,0,kernel_reported_fail,,HeCBench/results/llvm17_inject/entropy/float/site1_bit31.out,,,,,,,,,,,,,,,,
2,0,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit0.out,,,,,,,,,,,,,,,,
2,1,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit1.out,,,,,,,,,,,,,,,,
2,2,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit2.out,,,,,,,,,,,,,,,,
2,3,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit3.out,,,,,,,,,,,,,,,,
2,4,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit4.out,,,,,,,,,,,,,,,,
2,5,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit5.out,,,,,,,,,,,,,,,,
2,6,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit6.out,,,,,,,,,,,,,,,,
2,7,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit7.out,,,,,,,,,,,,,,,,
2,8,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit8.out,,,,,,,,,,,,,,,,
2,9,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit9.out,,,,,,,,,,,,,,,,
2,10,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit10.out,,,,,,,,,,,,,,,,
2,11,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit11.out,,,,,,,,,,,,,,,,
2,12,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit12.out,,,,,,,,,,,,,,,,
2,13,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit13.out,,,,,,,,,,,,,,,,
2,14,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit14.out,,,,,,,,,,,,,,,,
2,15,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit15.out,,,,,,,,,,,,,,,,
2,16,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit16.out,,,,,,,,,,,,,,,,
2,17,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit17.out,,,,,,,,,,,,,,,,
2,18,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit18.out,,,,,,,,,,,,,,,,
2,19,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit19.out,,,,,,,,,,,,,,,,
2,20,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit20.out,,,,,,,,,,,,,,,,
2,21,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit21.out,,,,,,,,,,,,,,,,
2,22,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit22.out,,,,,,,,,,,,,,,,
2,23,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit23.out,,,,,,,,,,,,,,,,
2,24,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit24.out,,,,,,,,,,,,,,,,
2,25,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit25.out,,,,,,,,,,,,,,,,
2,26,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit26.out,,,,,,,,,,,,,,,,
2,27,SDC,SDC_FLAGGED,0,kernel_reported_fail,,HeCBench/results/llvm17_inject/entropy/float/site2_bit27.out,,,,,,,,,,,,,,,,
2,28,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit28.out,,,,,,,,,,,,,,,,
2,29,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit29.out,,,,,,,,,,,,,,,,
2,30,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit30.out,,,,,,,,,,,,,,,,
2,31,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site2_bit31.out,,,,,,,,,,,,,,,,
3,0,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit0.out,,,,,,,,,,,,,,,,
3,1,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit1.out,,,,,,,,,,,,,,,,
3,2,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit2.out,,,,,,,,,,,,,,,,
3,3,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit3.out,,,,,,,,,,,,,,,,
3,4,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit4.out,,,,,,,,,,,,,,,,
3,5,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit5.out,,,,,,,,,,,,,,,,
3,6,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/entropy/float/site3_bit6.out,,,,,,,,,,,,,,,,
