nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,8,exact,store,ptr,64,0
2,9,exact,store,ptr,64,1
3,10,exact,store,ptr,64,0
4,11,exact,store,ptr,64,1
5,12,exact,store,ptr,64,0
6,13,exact,store,ptr,64,1
7,14,exact,store,ptr,64,1
8,15,exact,store,ptr,64,0
9,16,exact,store,ptr,64,1
10,21,exact,store,ptr,64,1
11,26,exact,store,ptr,64,1
12,31,exact,store,ptr,64,1
13,18,exact,load,ptr,64,0
14,23,exact,load,ptr,64,0
15,17,exact,getelementptr,ptr,64,0
16,28,exact,load,ptr,64,0
17,33,exact,load,ptr,64,0
18,36,exact,load,ptr,64,0
19,22,exact,getelementptr,ptr,64,0
20,52,exact,load,ptr,64,0
21,34,exact,store,ptr,64,1
22,54,exact,load,ptr,64,0
23,39,exact,store,ptr,64,1
24,56,exact,load,ptr,64,0
25,58,exact,load,ptr,64,0
26,60,exact,load,ptr,64,0
27,62,exact,load,ptr,64,0
28,129,exact,load,ptr,64,0
29,138,exact,load,ptr,64,0
30,27,exact,getelementptr,ptr,64,0
31,141,exact,load,ptr,64,0
32,48,exact,store,ptr,64,1
33,143,exact,load,ptr,64,0
34,51,exact,store,ptr,64,1
35,145,exact,load,ptr,64,0
36,146,exact,load,ptr,64,0
37,148,exact,load,ptr,64,0
38,151,exact,load,ptr,64,0
39,160,exact,load,ptr,64,0
40,32,exact,getelementptr,ptr,64,0
41,163,exact,load,ptr,64,0
42,165,exact,load,ptr,64,0
43,35,exact,getelementptr,ptr,64,0
44,167,exact,load,ptr,64,0
45,168,exact,load,ptr,64,0
46,170,exact,load,ptr,64,0
47,171,exact,load,ptr,64,0
48,173,exact,load,ptr,64,0
49,53,exact,getelementptr,ptr,64,0
50,174,exact,load,ptr,64,0
51,175,exact,load,ptr,64,0
52,55,exact,getelementptr,ptr,64,0
53,80,exact,store,ptr,64,1
54,177,exact,load,ptr,64,0
55,179,exact,load,ptr,64,0
56,119,exact,store,ptr,64,1
57,181,exact,load,ptr,64,0
58,182,exact,load,ptr,64,0
59,121,exact,store,ptr,64,1
60,20,exact,store,ptr,64,0
61,123,exact,store,ptr,64,1
62,25,exact,store,ptr,64,0
63,125,exact,store,ptr,64,1
64,30,exact,store,ptr,64,0
65,126,exact,store,ptr,64,1
66,128,exact,store,ptr,64,1
67,38,exact,store,ptr,64,0
68,136,exact,store,ptr,64,1
69,137,exact,store,ptr,64,1
70,183,exact,load,ptr,64,0
71,184,exact,load,ptr,64,0
72,57,exact,getelementptr,ptr,64,0
73,185,exact,load,ptr,64,0
74,144,exact,store,ptr,64,1
75,186,exact,load,ptr,64,0
76,188,exact,load,ptr,64,0
