site_id,bit_index,result,taxonomy,exit_code,failure_kind,failure_signal,stdout,stderr,dump,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_ham_bits,metric_ham_bytes,metric_size_bytes
5,0,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit0.out,,,,,,,,,,,,,,,,
5,1,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit1.out,,,,,,,,,,,,,,,,
5,2,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit2.out,,,,,,,,,,,,,,,,
5,3,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit3.out,,,,,,,,,,,,,,,,
5,4,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit4.out,,,,,,,,,,,,,,,,
5,5,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit5.out,,,,,,,,,,,,,,,,
5,6,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit6.out,,,,,,,,,,,,,,,,
5,7,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit7.out,,,,,,,,,,,,,,,,
5,8,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit8.out,,,,,,,,,,,,,,,,
5,9,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit9.out,,,,,,,,,,,,,,,,
5,10,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit10.out,,,,,,,,,,,,,,,,
5,11,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit11.out,,,,,,,,,,,,,,,,
5,12,MASKED,MASKED_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit12.out,,,,,,,,,,,,,,,,
5,13,MASKED,MASKED_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit13.out,,,,,,,,,,,,,,,,
5,14,MASKED,MASKED_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/pointer/site5_bit14.out,,,,,,,,,,,,,,,,
