site_id,bit_index,raw_result,normalized_result,has_out,has_err
1000,0,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,1,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,10,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,11,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,12,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,13,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,14,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,15,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,16,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,17,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,18,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,19,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,2,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,20,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,21,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,22,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,23,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,24,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,25,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,26,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,27,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,28,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,29,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,3,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,30,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,31,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,32,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,33,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,34,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,35,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,36,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,37,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,38,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,39,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,4,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,40,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,41,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,42,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,43,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,44,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,45,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,46,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,47,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,48,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,49,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,5,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,50,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,51,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,52,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,53,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,54,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,55,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,56,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,57,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,58,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,59,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,6,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,60,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,61,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,62,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,63,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,7,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,8,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1000,9,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,0,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,1,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,10,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,11,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,12,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,13,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,14,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,15,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,16,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,17,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,18,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,19,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,2,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,20,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,21,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,22,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,23,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,24,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,25,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,26,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,27,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,28,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,29,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,3,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,30,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,31,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,32,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,33,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,34,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,35,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,36,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,37,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,38,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,39,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,4,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,40,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,41,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,42,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,43,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,44,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,45,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,46,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,47,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,48,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,49,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,5,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,50,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,51,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,52,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,53,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,54,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,55,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,56,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,57,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,58,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,59,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,6,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,60,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,61,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,62,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,63,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,7,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,8,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1002,9,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,0,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,1,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,10,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,11,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,12,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,13,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,14,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,15,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,16,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,17,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,18,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,19,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,2,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,20,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,21,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,22,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,23,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,24,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,25,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,26,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,27,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,28,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,29,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,3,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,30,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,31,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,32,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,33,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,34,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,35,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,36,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,37,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,38,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,39,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,4,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,40,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,41,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,42,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,43,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,44,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,45,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,46,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,47,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,48,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,49,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,5,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,50,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,51,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,52,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,53,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,54,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,55,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,56,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,57,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,58,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,59,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,6,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,60,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,61,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,62,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,63,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,7,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,8,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1004,9,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,0,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,1,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,10,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,11,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,12,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,13,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,14,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,15,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,16,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,17,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,18,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,19,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,2,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,20,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,21,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,22,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,23,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,24,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,25,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,26,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,27,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,28,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,29,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,3,MASKED:no-flag,MASKED_UNFLAGGED,1,1
1006,30,MASKED:no-flag,MASKED_UNFLAGGED,1,1
