backend,phase,t,iteration,bx,tx,expected_small_block_cols_64,actual_small_block_cols_32,expected_blkX_64,actual_blkX_32,expected_blkXmax_64,actual_blkXmax_32,expected_xidx_64,actual_xidx_32,validXmin,validXmax,isValid,computed,final_write_executed,final_write_index,final_write_value
nvidia,injected,0,999,226,78,-1748,2147481900,-396048,-396048,-395799,-395799,-395970,-395970,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,79,-1748,2147481900,-396048,-396048,-395799,-395799,-395969,-395969,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,80,-1748,2147481900,-396048,-396048,-395799,-395799,-395968,-395968,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,81,-1748,2147481900,-396048,-396048,-395799,-395799,-395967,-395967,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,82,-1748,2147481900,-396048,-396048,-395799,-395799,-395966,-395966,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,83,-1748,2147481900,-396048,-396048,-395799,-395799,-395965,-395965,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,84,-1748,2147481900,-396048,-396048,-395799,-395799,-395964,-395964,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,85,-1748,2147481900,-396048,-396048,-395799,-395799,-395963,-395963,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,86,-1748,2147481900,-396048,-396048,-395799,-395799,-395962,-395962,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,87,-1748,2147481900,-396048,-396048,-395799,-395799,-395961,-395961,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,88,-1748,2147481900,-396048,-396048,-395799,-395799,-395960,-395960,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,89,-1748,2147481900,-396048,-396048,-395799,-395799,-395959,-395959,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,90,-1748,2147481900,-396048,-396048,-395799,-395799,-395958,-395958,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,91,-1748,2147481900,-396048,-396048,-395799,-395799,-395957,-395957,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,92,-1748,2147481900,-396048,-396048,-395799,-395799,-395956,-395956,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,93,-1748,2147481900,-396048,-396048,-395799,-395799,-395955,-395955,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,94,-1748,2147481900,-396048,-396048,-395799,-395799,-395954,-395954,396048,249,0,0,0,-1,0
nvidia,injected,0,999,226,95,-1748,2147481900,-396048,-396048,-395799,-395799,-395953,-395953,396048,249,0,0,0,-1,0
nvidia,injected,0,999,11,32,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20196,2147463452,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,33,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20195,2147463453,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,34,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20194,2147463454,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,35,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20193,2147463455,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,36,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20192,2147463456,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,37,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20191,2147463457,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,38,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20190,2147463458,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,39,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20189,2147463459,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,40,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20188,2147463460,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,41,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20187,2147463461,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,42,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20186,2147463462,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,43,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20185,2147463463,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,44,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20184,2147463464,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,45,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20183,2147463465,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,46,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20182,2147463466,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,47,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20181,2147463467,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,48,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20180,2147463468,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,49,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20179,2147463469,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,50,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20178,2147463470,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,51,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20177,2147463471,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,52,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20176,2147463472,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,53,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20175,2147463473,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,54,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20174,2147463474,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,55,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20173,2147463475,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,56,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20172,2147463476,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,57,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20171,2147463477,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,58,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20170,2147463478,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,59,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20169,2147463479,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,60,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20168,2147463480,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,61,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20167,2147463481,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,62,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20166,2147463482,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,63,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20165,2147463483,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,96,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20132,2147463516,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,97,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20131,2147463517,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,98,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20130,2147463518,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,99,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20129,2147463519,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,100,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20128,2147463520,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,101,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20127,2147463521,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,102,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20126,2147463522,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,103,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20125,2147463523,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,104,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20124,2147463524,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,105,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20123,2147463525,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,106,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20122,2147463526,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,107,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20121,2147463527,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,108,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20120,2147463528,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,109,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20119,2147463529,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,110,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20118,2147463530,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,111,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20117,2147463531,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,112,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20116,2147463532,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,113,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20115,2147463533,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,114,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20114,2147463534,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,115,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20113,2147463535,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,116,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20112,2147463536,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,117,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20111,2147463537,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,118,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20110,2147463538,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,119,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20109,2147463539,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,120,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20108,2147463540,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,121,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20107,2147463541,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,122,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20106,2147463542,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,123,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20105,2147463543,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,124,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20104,2147463544,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,125,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20103,2147463545,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,126,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20102,2147463546,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,127,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20101,2147463547,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,64,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20164,2147463484,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,65,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20163,2147463485,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,66,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20162,2147463486,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,67,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20161,2147463487,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,68,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20160,2147463488,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,69,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20159,2147463489,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,70,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20158,2147463490,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,71,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20157,2147463491,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,72,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20156,2147463492,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,73,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20155,2147463493,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,74,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20154,2147463494,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,75,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20153,2147463495,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,76,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20152,2147463496,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,77,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20151,2147463497,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,78,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20150,2147463498,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,79,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20149,2147463499,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,80,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20148,2147463500,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,81,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20147,2147463501,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,82,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20146,2147463502,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,83,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20145,2147463503,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,84,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20144,2147463504,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,85,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20143,2147463505,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,86,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20142,2147463506,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,87,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20141,2147463507,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,88,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20140,2147463508,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,89,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20139,2147463509,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,90,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20138,2147463510,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,91,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20137,2147463511,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,92,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20136,2147463512,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,93,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20135,2147463513,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,94,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20134,2147463514,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,95,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20133,2147463515,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,128,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20100,2147463548,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,129,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20099,2147463549,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,130,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20098,2147463550,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,131,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20097,2147463551,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,132,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20096,2147463552,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,133,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20095,2147463553,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,134,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20094,2147463554,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,135,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20093,2147463555,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,136,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20092,2147463556,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,137,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20091,2147463557,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,138,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20090,2147463558,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,139,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20089,2147463559,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,140,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20088,2147463560,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,141,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20087,2147463561,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,142,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20086,2147463562,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,143,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20085,2147463563,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,144,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20084,2147463564,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,145,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20083,2147463565,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,146,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20082,2147463566,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,147,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20081,2147463567,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,148,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20080,2147463568,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,149,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20079,2147463569,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,150,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20078,2147463570,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,151,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20077,2147463571,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,152,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20076,2147463572,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,153,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20075,2147463573,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,154,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20074,2147463574,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,155,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20073,2147463575,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,156,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20072,2147463576,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,157,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20071,2147463577,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,158,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20070,2147463578,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,159,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20069,2147463579,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,0,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20228,2147463420,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,1,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20227,2147463421,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,2,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20226,2147463422,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,3,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20225,2147463423,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,4,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20224,2147463424,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,5,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20223,2147463425,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,6,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20222,2147463426,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,7,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20221,2147463427,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,8,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20220,2147463428,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,9,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20219,2147463429,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,10,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20218,2147463430,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,11,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20217,2147463431,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,12,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20216,2147463432,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,13,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20215,2147463433,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,14,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20214,2147463434,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,15,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20213,2147463435,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,16,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20212,2147463436,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,17,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20211,2147463437,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,18,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20210,2147463438,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,19,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20209,2147463439,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,20,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20208,2147463440,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,21,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20207,2147463441,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,22,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20206,2147463442,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,23,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20205,2147463443,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,24,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20204,2147463444,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,25,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20203,2147463445,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,26,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20202,2147463446,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,27,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20201,2147463447,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,28,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20200,2147463448,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,29,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20199,2147463449,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,30,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20198,2147463450,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,31,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20197,2147463451,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,160,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20068,2147463580,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,161,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20067,2147463581,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,162,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20066,2147463582,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,163,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20065,2147463583,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,164,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20064,2147463584,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,165,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20063,2147463585,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,166,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20062,2147463586,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,167,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20061,2147463587,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,168,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20060,2147463588,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,169,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20059,2147463589,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,170,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20058,2147463590,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,171,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20057,2147463591,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,172,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20056,2147463592,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,173,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20055,2147463593,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,174,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20054,2147463594,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,175,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20053,2147463595,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,176,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20052,2147463596,0,-2147453421,0,0,0,-1,0
nvidia,injected,0,999,11,177,-1748,2147481900,-20228,2147463420,-19979,2147463669,-20051,2147463597,0,-2147453421,0,0,0,-1,0
