site_id,site_class,opcode,type_kind,bitwidth,operand_index,function,source_file,source_line,source_column,signature_ordinal,semantic_key
1,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,53,3,1,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|53|3|1
2,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,66,3,2,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|66|3|2
3,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,79,3,3,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|79|3|3
4,base,mul,int,32,-1,_Z11jacobi_stepPfPKfS_,/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu,52,36,1,_Z11jacobi_stepPfPKfS_|base|mul|int|32|-1|/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu|52|36|1
5,base,add,int,32,-1,_Z11jacobi_stepPfPKfS_,/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu,52,23,1,_Z11jacobi_stepPfPKfS_|base|add|int|32|-1|/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu|52|23|1
6,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,54,3,4,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|54|3|4
7,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,67,3,5,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|67|3|5
8,base,call,int,32,-1,_Z11jacobi_stepPfPKfS_,/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h,80,3,6,_Z11jacobi_stepPfPKfS_|base|call|int|32|-1|/soft/compilers/llvm/release-17.0.6/lib/clang/17/include/__clang_cuda_builtin_vars.h|80|3|6
9,base,mul,int,32,-1,_Z11jacobi_stepPfPKfS_,/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu,53,36,2,_Z11jacobi_stepPfPKfS_|base|mul|int|32|-1|/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu|53|36|2
10,base,add,int,32,-1,_Z11jacobi_stepPfPKfS_,/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu,53,23,2,_Z11jacobi_stepPfPKfS_|base|add|int|32|-1|/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu|53|23|2
11,base,load,int,32,-1,_Z11jacobi_stepPfPKfS_,/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu,58,52,1,_Z11jacobi_stepPfPKfS_|base|load|int|32|-1|/home/mdunlavy/GPU_FI/HeCBench/src/jacobi-cuda/main.cu|58|52|1
