normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,55743,84.598807
SDC_FLAGGED,1,0.001518
SDC_NOTFLAGGED,5037,7.644443
FAILURE_HANG,4886,7.415277
FAILURE_NONHANG,224,0.339955
