bench,site_id,bit_index,site_class,opcode,type_kind,bitwidth,function,source_line,source_column,signature_ordinal,compare_mode,prior_bucket,prior_result
colorwheel,481,3,result,load,int,32,_Z5colorPhiiff,76,27,11,exact,due_or_hang,FAILURE_HANG
