worklist_id,bench,site_id,bit_index,comparison,expected_original_result,nvidia_site_id,amd_site_id,intel_site_id,nvidia_result,amd_result,intel_result,match_tier,notes,baseline_status,actual_result,exit_code,matches_expected,stdout,stderr
64,dense-embedding,126,16,nvidia_vs_amd,SDC,126,390,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site126_bit16.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site126_bit16.err
65,dense-embedding,124,9,nvidia_vs_amd,SDC,124,385,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site124_bit9.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site124_bit9.err
66,dense-embedding,124,63,nvidia_vs_amd,SDC,124,385,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site124_bit63.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site124_bit63.err
67,dense-embedding,132,23,nvidia_vs_amd,SDC,132,404,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site132_bit23.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site132_bit23.err
68,dense-embedding,132,18,nvidia_vs_amd,SDC,132,404,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site132_bit18.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site132_bit18.err
69,dense-embedding,122,9,nvidia_vs_amd,SDC,122,381,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site122_bit9.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site122_bit9.err
70,dense-embedding,122,23,nvidia_vs_amd,SDC,122,381,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site122_bit23.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site122_bit23.err
71,dense-embedding,117,9,nvidia_vs_amd,SDC,117,369,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site117_bit9.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site117_bit9.err
72,dense-embedding,117,23,nvidia_vs_amd,SDC,117,369,,SDC,DUE,,pairwise_normalized_metadata,,PASS,SDC,0,true,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site117_bit23.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/dense-embedding/site117_bit23.err
73,entropy,156,17,intel_vs_amd,,156,443,226,,DUE,MASKED,source_context_type_family,,PASS,DUE,0,false,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit17.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit17.err
74,entropy,156,31,intel_vs_amd,,156,443,226,,DUE,MASKED,source_context_type_family,,PASS,DUE,0,false,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit31.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit31.err
75,entropy,156,4,intel_vs_amd,,156,443,226,,DUE,MASKED,source_context_type_family,,PASS,DUE,0,false,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit4.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit4.err
76,entropy,156,9,intel_vs_amd,,156,443,226,,DUE,MASKED,source_context_type_family,,PASS,DUE,0,false,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit9.out,/home/mdunlavy/GPU_FI/divergence_cases/full_trace_results/polaris_nvidia_TRACE029_rerun_20260722T005959Z/entropy/site156_bit9.err
