nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,store,int,32,0
2,25,exact,mul,int,32,0
3,26,exact,mul,int,32,1
4,27,exact,add,int,32,0
5,28,exact,add,int,32,1
6,2,exact,store,int,32,0
7,9,exact,sdiv,int,32,0
8,10,exact,icmp,int,32,0
9,11,exact,icmp,int,32,1
10,12,exact,br,int,1,0
11,8,exact,store,int,32,0
12,14,exact,sub,int,32,0
13,15,exact,sub,int,32,0
14,16,exact,sub,int,32,1
15,13,exact,store,int,32,0
16,17,exact,store,int,32,0
17,19,exact,icmp,int,32,0
18,20,exact,icmp,int,32,1
19,21,exact,br,int,1,0
20,22,exact,sub,int,32,0
21,23,exact,sub,int,32,1
22,18,exact,store,int,32,0
23,34,exact,mul,int,32,0
24,35,exact,mul,int,32,1
25,36,exact,add,int,32,0
26,37,exact,add,int,32,1
27,29,exact,sext,int,32,0
28,30,exact,getelementptr,int,64,1
29,31,exact,store,float,32,0
30,32,exact,sub,int,32,0
31,33,exact,sub,int,32,1
32,40,exact,mul,int,32,0
33,41,exact,mul,int,32,1
34,42,exact,add,int,32,0
35,43,exact,add,int,32,1
36,38,exact,sext,int,32,0
37,39,exact,getelementptr,int,64,1
38,47,exact,mul,int,32,0
39,48,exact,mul,int,32,1
40,51,exact,add,int,32,0
41,52,exact,add,int,32,1
42,44,exact,sext,int,32,0
43,45,exact,getelementptr,int,64,1
44,46,exact,store,float,32,0
45,57,exact,mul,int,32,0
46,58,exact,mul,int,32,1
47,49,exact,sub,int,32,0
48,50,exact,sub,int,32,1
49,59,exact,add,int,32,0
50,60,exact,add,int,32,1
51,53,exact,sext,int,32,0
52,54,exact,getelementptr,int,64,1
53,55,exact,sub,int,32,0
54,56,exact,sub,int,32,1
55,64,exact,mul,int,32,0
56,65,exact,mul,int,32,1
57,66,exact,add,int,32,0
58,67,exact,add,int,32,1
59,61,exact,sext,int,32,0
60,62,exact,getelementptr,int,64,1
61,63,exact,store,float,32,0
62,70,exact,mul,int,32,0
63,71,exact,mul,int,32,1
64,74,exact,add,int,32,0
65,75,exact,add,int,32,1
66,68,exact,sext,int,32,0
67,69,exact,getelementptr,int,64,1
68,79,exact,mul,int,32,0
69,80,exact,mul,int,32,1
70,72,exact,sub,int,32,0
71,73,exact,sub,int,32,1
72,81,exact,add,int,32,0
73,82,exact,add,int,32,1
74,76,exact,sext,int,32,0
75,77,exact,getelementptr,int,64,1
76,78,exact,store,float,32,0
79,86,exact,add,int,32,0
81,83,exact,sext,int,32,0
82,84,exact,getelementptr,int,64,1
83,85,exact,store,float,32,0
85,24,exact,store,int,32,0
