normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,44437,79.197633
SDC_FLAGGED,0,0.000000
SDC_NOTFLAGGED,4393,7.829403
FAILURE_HANG,6920,12.333137
FAILURE_NONHANG,359,0.639826
