site_id,bit_index,result
11,23,MASKED
11,24,MASKED
11,25,MASKED
11,26,MASKED
11,27,SDC
11,28,SDC
11,29,SDC
11,30,SDC
11,31,SDC
11,32,SDC
11,33,SDC
11,34,SDC
11,35,SDC
11,36,SDC
11,37,SDC
11,38,SDC
11,39,SDC
11,40,SDC
11,41,SDC
11,42,SDC
11,43,SDC
11,44,SDC
11,45,SDC
11,46,SDC
11,47,SDC
11,48,SDC
11,49,SDC
11,50,SDC
11,51,SDC
11,52,SDC
11,53,SDC
11,54,SDC
11,55,SDC
11,56,SDC
11,57,SDC
11,58,SDC
11,59,SDC
11,60,SDC
11,61,SDC
11,62,MASKED
11,63,MASKED
12,0,MASKED
12,1,MASKED
12,2,MASKED
12,3,MASKED
12,4,MASKED
12,5,MASKED
12,6,MASKED
12,7,MASKED
12,8,MASKED
12,9,MASKED
12,10,MASKED
12,11,MASKED
12,12,MASKED
12,13,MASKED
12,14,MASKED
12,15,MASKED
12,16,MASKED
12,17,MASKED
12,18,MASKED
12,19,MASKED
12,20,MASKED
12,21,MASKED
12,22,MASKED
12,23,MASKED
12,24,MASKED
12,25,MASKED
12,26,MASKED
12,27,MASKED
12,28,MASKED
12,29,MASKED
12,30,MASKED
12,31,MASKED
13,0,MASKED
13,1,MASKED
13,2,MASKED
13,3,MASKED
13,4,MASKED
13,5,MASKED
13,6,MASKED
13,7,MASKED
13,8,MASKED
13,9,MASKED
13,10,MASKED
13,11,MASKED
13,12,MASKED
13,13,MASKED
13,14,MASKED
13,15,MASKED
13,16,MASKED
13,17,MASKED
13,18,MASKED
13,19,MASKED
13,20,MASKED
13,21,MASKED
13,22,MASKED
13,23,MASKED
13,24,MASKED
13,25,MASKED
13,26,MASKED
13,27,MASKED
13,28,MASKED
13,29,MASKED
13,30,MASKED
13,31,MASKED
13,32,MASKED
13,33,MASKED
13,34,MASKED
13,35,MASKED
13,36,MASKED
13,37,MASKED
13,38,MASKED
13,39,MASKED
13,40,MASKED
13,41,MASKED
13,42,MASKED
13,43,MASKED
13,44,MASKED
13,45,MASKED
13,46,MASKED
13,47,MASKED
13,48,MASKED
13,49,MASKED
13,50,MASKED
13,51,MASKED
13,52,MASKED
13,53,MASKED
13,54,MASKED
13,55,MASKED
13,56,MASKED
13,57,MASKED
13,58,MASKED
13,59,MASKED
13,60,MASKED
13,61,MASKED
13,62,MASKED
13,63,MASKED
14,0,MASKED
14,1,MASKED
14,2,MASKED
14,3,MASKED
14,4,MASKED
14,5,MASKED
14,6,MASKED
14,7,MASKED
14,8,MASKED
14,9,MASKED
14,10,MASKED
14,11,MASKED
14,12,MASKED
14,13,MASKED
14,14,MASKED
14,15,MASKED
14,16,MASKED
14,17,MASKED
14,18,MASKED
14,19,MASKED
14,20,MASKED
14,21,MASKED
14,22,MASKED
14,23,MASKED
14,24,MASKED
14,25,MASKED
14,26,MASKED
14,27,MASKED
14,28,MASKED
14,29,MASKED
14,30,MASKED
14,31,MASKED
15,0,MASKED
15,1,MASKED
15,2,MASKED
15,3,MASKED
15,4,MASKED
15,5,MASKED
15,6,MASKED
15,7,MASKED
15,8,MASKED
15,9,MASKED
15,10,MASKED
15,11,MASKED
15,12,MASKED
15,13,MASKED
15,14,MASKED
15,15,MASKED
15,16,MASKED
15,17,MASKED
15,18,MASKED
15,19,MASKED
15,20,MASKED
15,21,MASKED
15,22,MASKED
15,23,MASKED
15,24,MASKED
15,25,MASKED
15,26,MASKED
15,27,MASKED
15,28,MASKED
15,29,MASKED
15,30,MASKED
15,31,SDC
16,0,UNKNOWN
16,1,MASKED
16,2,MASKED
16,3,MASKED
16,4,MASKED
16,5,MASKED
16,6,MASKED
16,7,MASKED
16,8,MASKED
16,9,MASKED
16,10,MASKED
16,11,MASKED
16,12,MASKED
16,13,MASKED
16,14,MASKED
16,15,MASKED
16,16,MASKED
16,17,MASKED
16,18,MASKED
16,19,MASKED
16,20,MASKED
16,21,MASKED
16,22,MASKED
16,23,MASKED
16,24,MASKED
16,25,MASKED
16,26,MASKED
16,27,MASKED
16,28,MASKED
16,29,MASKED
16,30,MASKED
16,31,SDC
17,0,MASKED
17,1,MASKED
17,2,MASKED
17,3,MASKED
17,4,MASKED
17,5,MASKED
17,6,MASKED
17,7,MASKED
17,8,MASKED
17,9,MASKED
17,10,MASKED
17,11,MASKED
17,12,MASKED
17,13,MASKED
17,14,MASKED
17,15,MASKED
17,16,MASKED
17,17,MASKED
17,18,MASKED
17,19,MASKED
17,20,MASKED
17,21,MASKED
17,22,MASKED
17,23,MASKED
17,24,MASKED
17,25,MASKED
17,26,MASKED
17,27,MASKED
17,28,MASKED
17,29,MASKED
17,30,MASKED
17,31,MASKED
18,0,MASKED
18,1,MASKED
18,2,MASKED
18,3,MASKED
18,4,MASKED
18,5,MASKED
18,6,MASKED
18,7,MASKED
18,8,MASKED
18,9,MASKED
18,10,MASKED
18,11,MASKED
18,12,MASKED
18,13,MASKED
18,14,MASKED
18,15,MASKED
18,16,MASKED
18,17,MASKED
18,18,MASKED
18,19,MASKED
18,20,SDC
18,21,SDC
18,22,MASKED
18,23,MASKED
18,24,SDC
18,25,SDC
18,26,SDC
18,27,SDC
18,28,SDC
18,29,SDC
18,30,SDC
18,31,SDC
19,0,MASKED
19,1,MASKED
19,2,MASKED
19,3,MASKED
19,4,MASKED
19,5,MASKED
19,6,MASKED
19,7,MASKED
19,8,MASKED
19,9,MASKED
19,10,MASKED
19,11,MASKED
19,12,MASKED
19,13,MASKED
19,14,MASKED
19,15,MASKED
19,16,MASKED
19,17,MASKED
19,18,MASKED
19,19,MASKED
19,20,SDC
19,21,SDC
19,22,MASKED
19,23,MASKED
19,24,MASKED
19,25,SDC
19,26,SDC
19,27,SDC
19,28,SDC
19,29,SDC
19,30,SDC
19,31,SDC
20,0,MASKED
20,1,MASKED
20,2,MASKED
20,3,MASKED
20,4,MASKED
20,5,MASKED
20,6,MASKED
20,7,MASKED
20,8,MASKED
20,9,MASKED
20,10,MASKED
20,11,MASKED
20,12,MASKED
20,13,MASKED
20,14,MASKED
20,15,MASKED
20,16,MASKED
20,17,MASKED
20,18,MASKED
20,19,MASKED
20,20,MASKED
20,21,MASKED
20,22,MASKED
20,23,MASKED
20,24,MASKED
20,25,MASKED
20,26,MASKED
20,27,MASKED
20,28,MASKED
20,29,MASKED
20,30,MASKED
20,31,MASKED
21,0,MASKED
21,1,MASKED
21,2,MASKED
21,3,MASKED
21,4,MASKED
21,5,MASKED
21,6,MASKED
21,7,MASKED
21,8,MASKED
21,9,MASKED
21,10,MASKED
21,11,MASKED
21,12,MASKED
21,13,MASKED
21,14,MASKED
21,15,MASKED
21,16,MASKED
21,17,MASKED
21,18,MASKED
21,19,MASKED
21,20,MASKED
21,21,MASKED
21,22,MASKED
21,23,MASKED
21,24,MASKED
21,25,MASKED
21,26,MASKED
21,27,MASKED
21,28,MASKED
21,29,MASKED
21,30,MASKED
21,31,MASKED
21,32,MASKED
21,33,MASKED
21,34,MASKED
21,35,MASKED
21,36,MASKED
21,37,MASKED
21,38,MASKED
21,39,MASKED
21,40,MASKED
21,41,MASKED
21,42,MASKED
21,43,MASKED
21,44,MASKED
21,45,MASKED
21,46,MASKED
21,47,MASKED
21,48,MASKED
21,49,MASKED
21,50,MASKED
21,51,MASKED
21,52,MASKED
21,53,MASKED
21,54,MASKED
21,55,MASKED
21,56,MASKED
21,57,MASKED
21,58,MASKED
21,59,MASKED
21,60,MASKED
21,61,MASKED
21,62,MASKED
21,63,MASKED
22,0,MASKED
22,1,MASKED
22,2,MASKED
22,3,MASKED
22,4,MASKED
22,5,MASKED
22,6,MASKED
22,7,MASKED
22,8,MASKED
22,9,MASKED
22,10,MASKED
22,11,MASKED
22,12,MASKED
22,13,MASKED
22,14,MASKED
22,15,MASKED
22,16,MASKED
22,17,MASKED
22,18,MASKED
22,19,MASKED
22,20,MASKED
22,21,MASKED
22,22,MASKED
22,23,MASKED
22,24,MASKED
22,25,MASKED
22,26,MASKED
22,27,MASKED
22,28,MASKED
22,29,MASKED
22,30,MASKED
22,31,MASKED
23,0,MASKED
23,1,MASKED
23,2,MASKED
23,3,MASKED
23,4,MASKED
23,5,MASKED
23,6,MASKED
23,7,MASKED
23,8,MASKED
23,9,MASKED
23,10,MASKED
23,11,MASKED
23,12,MASKED
23,13,MASKED
23,14,MASKED
23,15,MASKED
23,16,MASKED
23,17,MASKED
23,18,MASKED
23,19,MASKED
23,20,MASKED
23,21,MASKED
23,22,MASKED
23,23,MASKED
23,24,MASKED
23,25,MASKED
23,26,MASKED
23,27,MASKED
23,28,MASKED
23,29,MASKED
23,30,MASKED
23,31,MASKED
24,0,MASKED
24,1,MASKED
24,2,MASKED
24,3,MASKED
24,4,MASKED
24,5,MASKED
24,6,MASKED
24,7,MASKED
24,8,MASKED
24,9,MASKED
24,10,MASKED
24,11,MASKED
24,12,MASKED
24,13,MASKED
24,14,MASKED
24,15,MASKED
24,16,MASKED
24,17,MASKED
24,18,MASKED
24,19,MASKED
24,20,MASKED
24,21,MASKED
24,22,MASKED
24,23,MASKED
24,24,MASKED
24,25,MASKED
24,26,MASKED
24,27,MASKED
24,28,MASKED
24,29,MASKED
24,30,MASKED
24,31,MASKED
24,32,MASKED
24,33,MASKED
24,34,MASKED
24,35,MASKED
24,36,MASKED
24,37,MASKED
24,38,MASKED
24,39,MASKED
24,40,MASKED
24,41,MASKED
24,42,MASKED
24,43,MASKED
24,44,MASKED
24,45,MASKED
24,46,MASKED
24,47,MASKED
24,48,MASKED
24,49,MASKED
24,50,MASKED
24,51,MASKED
24,52,MASKED
24,53,MASKED
24,54,MASKED
24,55,MASKED
24,56,MASKED
24,57,MASKED
24,58,MASKED
24,59,MASKED
24,60,MASKED
24,61,MASKED
24,62,MASKED
24,63,MASKED
25,0,MASKED
25,1,MASKED
25,2,MASKED
25,3,MASKED
25,4,MASKED
25,5,MASKED
25,6,MASKED
25,7,MASKED
25,8,MASKED
25,9,MASKED
25,10,MASKED
25,11,MASKED
25,12,MASKED
25,13,MASKED
25,14,MASKED
25,15,MASKED
25,16,MASKED
25,17,MASKED
25,18,MASKED
25,19,MASKED
25,20,MASKED
25,21,MASKED
25,22,MASKED
25,23,MASKED
25,24,MASKED
25,25,MASKED
25,26,MASKED
25,27,MASKED
25,28,MASKED
25,29,MASKED
25,30,MASKED
25,31,MASKED
25,32,MASKED
25,33,MASKED
25,34,MASKED
25,35,MASKED
25,36,MASKED
25,37,MASKED
25,38,MASKED
25,39,MASKED
25,40,MASKED
25,41,MASKED
25,42,MASKED
25,43,MASKED
25,44,MASKED
25,45,MASKED
25,46,MASKED
25,47,MASKED
25,48,MASKED
25,49,MASKED
25,50,MASKED
25,51,MASKED
25,52,MASKED
25,53,MASKED
25,54,MASKED
25,55,MASKED
25,56,MASKED
25,57,MASKED
25,58,MASKED
25,59,MASKED
25,60,MASKED
25,61,MASKED
25,62,MASKED
25,63,MASKED
26,0,MASKED
26,1,MASKED
26,2,MASKED
26,3,MASKED
26,4,MASKED
26,5,MASKED
26,6,MASKED
26,7,MASKED
26,8,MASKED
26,9,MASKED
26,10,MASKED
26,11,MASKED
26,12,MASKED
26,13,MASKED
26,14,MASKED
26,15,MASKED
26,16,MASKED
26,17,MASKED
26,18,MASKED
26,19,MASKED
26,20,MASKED
26,21,MASKED
26,22,MASKED
26,23,MASKED
26,24,MASKED
26,25,MASKED
26,26,MASKED
26,27,MASKED
26,28,MASKED
26,29,MASKED
26,30,MASKED
26,31,MASKED
26,32,MASKED
26,33,MASKED
26,34,MASKED
26,35,MASKED
26,36,MASKED
26,37,MASKED
26,38,MASKED
26,39,MASKED
26,40,MASKED
26,41,MASKED
26,42,MASKED
26,43,MASKED
26,44,MASKED
26,45,MASKED
26,46,MASKED
26,47,MASKED
26,48,MASKED
26,49,MASKED
26,50,MASKED
26,51,MASKED
26,52,MASKED
26,53,MASKED
26,54,MASKED
26,55,MASKED
26,56,MASKED
26,57,MASKED
26,58,MASKED
26,59,MASKED
26,60,MASKED
26,61,MASKED
26,62,MASKED
26,63,MASKED
30,0,MASKED
30,1,MASKED
30,2,MASKED
30,3,MASKED
30,4,MASKED
30,5,MASKED
30,6,MASKED
30,7,MASKED
30,8,MASKED
30,9,MASKED
30,10,MASKED
30,11,MASKED
30,12,MASKED
30,13,MASKED
30,14,MASKED
30,15,MASKED
30,16,MASKED
30,17,MASKED
30,18,MASKED
30,19,MASKED
30,20,MASKED
30,21,MASKED
30,22,MASKED
30,23,MASKED
30,24,MASKED
30,25,MASKED
30,26,MASKED
30,27,MASKED
30,28,MASKED
30,29,MASKED
30,30,MASKED
30,31,MASKED
30,32,MASKED
30,33,MASKED
30,34,MASKED
30,35,MASKED
30,36,MASKED
30,37,MASKED
30,38,MASKED
30,39,MASKED
30,40,MASKED
30,41,MASKED
30,42,MASKED
30,43,MASKED
30,44,MASKED
30,45,MASKED
30,46,MASKED
30,47,MASKED
30,48,MASKED
30,49,MASKED
30,50,MASKED
30,51,MASKED
30,52,MASKED
30,53,MASKED
30,54,MASKED
30,55,MASKED
30,56,MASKED
30,57,MASKED
30,58,MASKED
30,59,MASKED
30,60,MASKED
30,61,MASKED
30,62,MASKED
30,63,MASKED
31,0,MASKED
31,1,MASKED
31,2,MASKED
31,3,MASKED
31,4,MASKED
31,5,MASKED
31,6,MASKED
31,7,MASKED
31,8,MASKED
31,9,MASKED
31,10,MASKED
31,11,MASKED
31,12,MASKED
31,13,MASKED
31,14,MASKED
31,15,MASKED
31,16,MASKED
31,17,MASKED
31,18,MASKED
31,19,MASKED
31,20,MASKED
31,21,MASKED
31,22,MASKED
31,23,MASKED
31,24,MASKED
31,25,MASKED
31,26,MASKED
31,27,MASKED
31,28,MASKED
31,29,MASKED
31,30,MASKED
31,31,MASKED
31,32,MASKED
31,33,MASKED
31,34,MASKED
31,35,MASKED
31,36,MASKED
31,37,MASKED
31,38,MASKED
31,39,MASKED
31,40,MASKED
31,41,MASKED
31,42,MASKED
31,43,MASKED
31,44,MASKED
31,45,MASKED
31,46,MASKED
31,47,MASKED
31,48,MASKED
31,49,MASKED
31,50,MASKED
31,51,MASKED
31,52,MASKED
31,53,MASKED
31,54,MASKED
31,55,MASKED
31,56,MASKED
31,57,MASKED
31,58,MASKED
31,59,MASKED
31,60,MASKED
31,61,MASKED
31,62,MASKED
31,63,MASKED
34,0,MASKED
34,1,MASKED
34,2,MASKED
34,3,MASKED
34,4,MASKED
34,5,MASKED
34,6,MASKED
34,7,MASKED
34,8,MASKED
34,9,MASKED
34,10,MASKED
34,11,MASKED
34,12,MASKED
34,13,MASKED
34,14,MASKED
34,15,MASKED
34,16,MASKED
34,17,MASKED
34,18,MASKED
34,19,MASKED
34,20,MASKED
34,21,MASKED
34,22,MASKED
34,23,MASKED
34,24,MASKED
34,25,MASKED
34,26,MASKED
34,27,MASKED
34,28,MASKED
34,29,MASKED
34,30,MASKED
34,31,MASKED
34,32,MASKED
34,33,MASKED
34,34,MASKED
34,35,MASKED
34,36,MASKED
34,37,MASKED
34,38,MASKED
34,39,MASKED
34,40,MASKED
34,41,MASKED
34,42,MASKED
34,43,MASKED
34,44,MASKED
34,45,MASKED
34,46,MASKED
34,47,MASKED
34,48,MASKED
34,49,MASKED
34,50,MASKED
34,51,MASKED
34,52,MASKED
34,53,MASKED
34,54,MASKED
34,55,MASKED
34,56,MASKED
34,57,MASKED
34,58,MASKED
34,59,MASKED
34,60,MASKED
34,61,MASKED
34,62,MASKED
34,63,MASKED
35,0,UNKNOWN
35,1,MASKED
35,2,MASKED
35,3,MASKED
35,4,MASKED
35,5,MASKED
35,6,MASKED
35,7,MASKED
35,8,MASKED
35,9,MASKED
35,10,MASKED
35,11,MASKED
35,12,MASKED
35,13,MASKED
35,14,MASKED
35,15,MASKED
35,16,MASKED
35,17,MASKED
35,18,MASKED
35,19,MASKED
35,20,MASKED
35,21,MASKED
35,22,MASKED
35,23,MASKED
35,24,MASKED
35,25,MASKED
35,26,MASKED
35,27,MASKED
35,28,MASKED
35,29,MASKED
35,30,MASKED
35,31,MASKED
35,32,MASKED
35,33,MASKED
35,34,MASKED
35,35,MASKED
35,36,MASKED
35,37,MASKED
35,38,MASKED
35,39,MASKED
35,40,MASKED
35,41,MASKED
35,42,MASKED
35,43,MASKED
35,44,MASKED
35,45,MASKED
35,46,MASKED
35,47,MASKED
35,48,MASKED
35,49,MASKED
35,50,MASKED
35,51,MASKED
35,52,MASKED
35,53,MASKED
35,54,MASKED
35,55,MASKED
35,56,MASKED
35,57,MASKED
35,58,MASKED
35,59,MASKED
35,60,MASKED
35,61,MASKED
35,62,MASKED
35,63,MASKED
49,0,MASKED
49,1,MASKED
49,2,MASKED
49,3,MASKED
49,4,MASKED
49,5,MASKED
49,6,MASKED
49,7,MASKED
49,8,MASKED
49,9,MASKED
49,10,MASKED
49,11,MASKED
49,12,MASKED
49,13,MASKED
49,14,MASKED
49,15,MASKED
49,16,MASKED
49,17,MASKED
49,18,MASKED
49,19,MASKED
49,20,MASKED
49,21,MASKED
49,22,MASKED
49,23,MASKED
49,24,MASKED
49,25,MASKED
49,26,MASKED
49,27,MASKED
49,28,MASKED
49,29,MASKED
49,30,MASKED
49,31,MASKED
55,0,MASKED
55,1,MASKED
55,2,MASKED
55,3,MASKED
55,4,MASKED
55,5,MASKED
55,6,MASKED
55,7,MASKED
55,8,MASKED
55,9,MASKED
55,10,MASKED
55,11,MASKED
55,12,MASKED
55,13,MASKED
55,14,MASKED
55,15,MASKED
55,16,MASKED
55,17,MASKED
55,18,MASKED
55,19,MASKED
55,20,MASKED
55,21,MASKED
55,22,MASKED
55,23,MASKED
55,24,MASKED
55,25,MASKED
55,26,MASKED
55,27,MASKED
55,28,MASKED
55,29,MASKED
55,30,MASKED
55,31,MASKED
56,0,MASKED
56,1,MASKED
56,2,MASKED
56,3,MASKED
56,4,MASKED
56,5,MASKED
56,6,MASKED
56,7,MASKED
56,8,MASKED
56,9,MASKED
56,10,MASKED
56,11,MASKED
56,12,MASKED
56,13,MASKED
56,14,MASKED
56,15,MASKED
56,16,MASKED
56,17,MASKED
56,18,MASKED
56,19,MASKED
56,20,MASKED
56,21,MASKED
56,22,MASKED
56,23,MASKED
56,24,MASKED
56,25,MASKED
56,26,MASKED
56,27,MASKED
56,28,MASKED
56,29,MASKED
56,30,MASKED
56,31,MASKED
58,0,MASKED
58,1,MASKED
58,2,MASKED
58,3,MASKED
58,4,MASKED
58,5,MASKED
58,6,MASKED
58,7,MASKED
58,8,MASKED
58,9,MASKED
58,10,MASKED
58,11,MASKED
58,12,MASKED
58,13,MASKED
58,14,MASKED
58,15,MASKED
58,16,MASKED
58,17,MASKED
58,18,MASKED
58,19,MASKED
58,20,MASKED
58,21,MASKED
58,22,MASKED
58,23,MASKED
58,24,MASKED
58,25,MASKED
58,26,MASKED
58,27,MASKED
58,28,MASKED
58,29,MASKED
58,30,MASKED
58,31,MASKED
61,0,MASKED
61,1,MASKED
61,2,MASKED
61,3,MASKED
61,4,MASKED
61,5,MASKED
61,6,MASKED
61,7,MASKED
61,8,MASKED
61,9,MASKED
61,10,MASKED
61,11,MASKED
61,12,MASKED
61,13,MASKED
61,14,MASKED
61,15,MASKED
61,16,MASKED
61,17,MASKED
61,18,MASKED
61,19,MASKED
61,20,MASKED
61,21,MASKED
61,22,MASKED
61,23,MASKED
61,24,MASKED
61,25,MASKED
61,26,MASKED
61,27,MASKED
61,28,MASKED
61,29,MASKED
61,30,MASKED
61,31,MASKED
61,32,MASKED
61,33,MASKED
61,34,MASKED
61,35,MASKED
61,36,MASKED
61,37,MASKED
61,38,MASKED
61,39,MASKED
61,40,MASKED
61,41,MASKED
61,42,MASKED
61,43,MASKED
61,44,MASKED
61,45,MASKED
61,46,MASKED
61,47,MASKED
61,48,MASKED
61,49,MASKED
61,50,MASKED
61,51,MASKED
61,52,MASKED
61,53,MASKED
61,54,MASKED
61,55,MASKED
61,56,MASKED
61,57,MASKED
61,58,MASKED
61,59,MASKED
61,60,MASKED
61,61,MASKED
61,62,MASKED
61,63,MASKED
64,0,MASKED
64,1,MASKED
64,2,MASKED
64,3,MASKED
64,4,MASKED
64,5,MASKED
64,6,MASKED
64,7,MASKED
64,8,MASKED
64,9,MASKED
64,10,MASKED
64,11,MASKED
64,12,MASKED
64,13,MASKED
64,14,MASKED
64,15,MASKED
64,16,MASKED
64,17,MASKED
64,18,MASKED
64,19,MASKED
64,20,MASKED
64,21,MASKED
64,22,MASKED
64,23,MASKED
64,24,MASKED
64,25,MASKED
64,26,MASKED
64,27,MASKED
64,28,MASKED
64,29,MASKED
64,30,MASKED
64,31,MASKED
66,0,MASKED
66,1,MASKED
66,2,MASKED
66,3,MASKED
66,4,MASKED
66,5,MASKED
66,6,MASKED
66,7,MASKED
66,8,MASKED
66,9,MASKED
66,10,MASKED
66,11,MASKED
66,12,MASKED
66,13,MASKED
66,14,MASKED
66,15,MASKED
66,16,MASKED
66,17,MASKED
66,18,MASKED
66,19,MASKED
66,20,MASKED
66,21,MASKED
66,22,MASKED
66,23,MASKED
66,24,MASKED
66,25,MASKED
66,26,MASKED
66,27,MASKED
66,28,MASKED
66,29,MASKED
66,30,MASKED
66,31,MASKED
69,0,MASKED
69,1,MASKED
69,2,MASKED
69,3,MASKED
69,4,MASKED
69,5,MASKED
69,6,MASKED
69,7,MASKED
69,8,MASKED
69,9,MASKED
69,10,MASKED
69,11,MASKED
69,12,MASKED
69,13,MASKED
69,14,MASKED
69,15,MASKED
69,16,MASKED
69,17,MASKED
69,18,MASKED
69,19,MASKED
69,20,MASKED
69,21,MASKED
69,22,MASKED
69,23,MASKED
69,24,MASKED
69,25,MASKED
69,26,MASKED
69,27,MASKED
69,28,MASKED
69,29,MASKED
69,30,MASKED
69,31,MASKED
69,32,MASKED
69,33,MASKED
69,34,MASKED
69,35,MASKED
69,36,MASKED
69,37,MASKED
69,38,MASKED
69,39,MASKED
69,40,MASKED
69,41,MASKED
69,42,MASKED
69,43,MASKED
69,44,MASKED
69,45,MASKED
69,46,MASKED
69,47,MASKED
69,48,MASKED
69,49,MASKED
69,50,MASKED
69,51,MASKED
69,52,MASKED
69,53,MASKED
69,54,MASKED
69,55,MASKED
69,56,MASKED
69,57,MASKED
69,58,MASKED
69,59,MASKED
69,60,MASKED
69,61,MASKED
69,62,MASKED
69,63,MASKED
