site_id,opcode,type_kind,bitwidth,operand_index,function
1,mul,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
2,mul,int,32,1,_Z9AoSKernelILi4096EEvPK9AppleTreePi
3,add,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
4,add,int,32,1,_Z9AoSKernelILi4096EEvPK9AppleTreePi
5,store,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
6,icmp,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
7,br,int,1,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
8,zext,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
9,getelementptr,int,64,1,_Z9AoSKernelILi4096EEvPK9AppleTreePi
10,sext,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
11,getelementptr,int,64,2,_Z9AoSKernelILi4096EEvPK9AppleTreePi
12,add,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
13,add,int,32,1,_Z9AoSKernelILi4096EEvPK9AppleTreePi
14,store,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
15,add,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
16,store,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
17,zext,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
18,getelementptr,int,64,1,_Z9AoSKernelILi4096EEvPK9AppleTreePi
19,store,int,32,0,_Z9AoSKernelILi4096EEvPK9AppleTreePi
20,mul,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
21,mul,int,32,1,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
22,add,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
23,add,int,32,1,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
24,store,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
25,icmp,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
26,br,int,1,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
27,sext,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
28,getelementptr,int,64,1,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
29,zext,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
30,getelementptr,int,64,2,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
31,add,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
32,add,int,32,1,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
33,store,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
34,add,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
35,store,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
36,zext,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
37,getelementptr,int,64,1,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
38,store,int,32,0,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi
