index,site_id,bit_index,bitwidth,type_kind,opcode,site_class,operand_index
3987,227,6,32,int,icmp,operand,1
4499,240,38,64,ptr,load,pointer,0
5011,254,6,64,ptr,load,pointer,0
5012,254,7,64,ptr,load,pointer,0
5523,267,6,32,float,fsub,base,-1
5524,267,7,32,float,fsub,base,-1
6035,280,37,64,ptr,load,pointer,0
6036,280,38,64,ptr,load,pointer,0
6547,294,4,32,int,add,operand,0
6548,294,5,32,int,add,operand,0
7054,306,31,32,float,call,operand,1
7059,307,4,32,float,load,base,-1
7060,307,5,32,float,load,base,-1
7566,319,31,64,ptr,getelementptr,pointer,0
7571,319,36,64,ptr,getelementptr,pointer,0
7572,319,37,64,ptr,getelementptr,pointer,0
8078,350,31,64,ptr,addrspacecast,pointer,0
8083,350,36,64,ptr,addrspacecast,pointer,0
8084,350,37,64,ptr,addrspacecast,pointer,0
8209,354,34,64,ptr,addrspacecast,pointer,0
8590,366,31,64,ptr,addrspacecast,pointer,0
8595,366,36,64,ptr,addrspacecast,pointer,0
8596,366,37,64,ptr,addrspacecast,pointer,0
8721,370,2,64,ptr,load,pointer,0
9102,380,30,32,int,sdiv,operand,0
9107,381,3,32,int,load,base,-1
9108,381,4,32,int,load,base,-1
9233,384,1,32,int,add,operand,0
9310,386,14,64,ptr,load,pointer,0
9614,394,61,64,ptr,getelementptr,pointer,0
9619,395,2,32,int,load,base,-1
9620,395,3,32,int,load,base,-1
9745,398,0,32,int,mul,operand,1
9822,400,13,32,int,sdiv,operand,0
10126,408,29,64,ptr,load,pointer,0
10131,408,34,64,ptr,load,pointer,0
10132,408,35,64,ptr,load,pointer,0
10257,412,0,64,ptr,load,pointer,0
10334,414,12,32,int,icmp,operand,0
10638,422,28,32,int,sdiv,operand,0
10643,423,1,32,int,load,base,-1
10644,423,2,32,int,load,base,-1
10769,425,31,32,int,add,base,-1
10846,428,12,64,ptr,load,pointer,0
11150,436,59,64,ptr,getelementptr,pointer,0
11155,437,0,32,int,load,base,-1
11156,437,1,32,int,load,base,-1
11281,439,30,32,int,mul,base,-1
11358,442,11,32,int,sdiv,operand,0
