site_id,bit_index,result,taxonomy,exit_code,failure_kind,failure_signal,stdout,stderr,dump,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_ham_bits,metric_ham_bytes,metric_size_bytes
3,0,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit0.out,,,0.985284,0.0476302,0.136046,1.86317e+06,3.93559,0.350308,0.635678,1289647,0.307476,4149952664,1.43899e+09,,,16777216
3,1,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit1.out,,,0.985138,0.0468505,0.133589,1.21694e+06,3.86798,0.341029,0.626442,1289580,0.30746,4148445620,1.4438e+09,,,16777216
3,2,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit2.out,,,0.985316,0.0480102,0.137554,1.86317e+06,3.51132,0.350518,0.646902,1289640,0.307474,4148323283,1.47779e+09,,,16777216
3,3,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit3.out,,,0.985319,0.0483679,0.138959,1.86317e+06,3.18762,0.350561,0.652215,1289628,0.307471,4148323283,1.51381e+09,,,16777216
3,4,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit4.out,,,0.985319,0.0511797,0.149374,1.13992e+06,2.23472,0.374887,0.716764,1289715,0.307492,4149689355,1.70286e+09,,,16777216
3,5,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit5.out,,,0.985319,0.0503517,0.146226,1.03302e+06,2.38157,0.368137,0.691557,1289662,0.307479,4148294692,1.61292e+09,,,16777216
3,6,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit6.out,,,0.985319,0.0507091,0.147548,1.03302e+06,2.11784,0.371734,0.701326,1289717,0.307492,4148294692,1.64774e+09,,,16777216
3,7,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit7.out,,,0.985319,0.0509515,0.148426,1.03192e+06,2.38059,0.371208,0.708613,1289662,0.307479,4148280216,1.67396e+09,,,16777216
3,8,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit8.out,,,0.985319,0.051089,0.148938,1.03192e+06,2.10436,0.370605,0.712697,1289717,0.307492,4148280216,1.68599e+09,,,16777216
3,9,SDC,SDC_NOTFLAGGED,,,,HeCBench/results/llvm17_inject/jacobi/float/site3_bit9.out,,,0.985319,0.0511768,0.14921,1.03192e+06,2.1045,0.370661,0.71243,1289717,0.307492,4148280216,1.6945e+09,,,16777216
