normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,34492,85.180155
SDC_FLAGGED,0,0.000000
SDC_NOTFLAGGED,2887,7.129627
FAILURE_HANG,2845,7.025906
FAILURE_NONHANG,269,0.664312
