comparison,bench,bit_index,match_tier,nvidia_site_id,amd_site_id,intel_site_id,nvidia_result,amd_result,intel_result,nvidia_opcode,amd_opcode,intel_opcode,nvidia_site_class,amd_site_class,intel_site_class
nvidia_intel,matrix-rotate,17,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,31,family_full,16,140,17,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,27,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,13,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,30,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,18,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,21,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,23,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,26,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,29,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,24,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,20,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,28,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,15,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,16,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,22,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,14,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,25,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,19,family_full,16,140,17,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,17,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,27,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,13,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,30,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,18,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,21,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,23,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,26,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,29,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,24,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,20,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,28,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,15,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,16,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,22,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,14,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,25,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,19,family_full,17,142,18,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,3,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,17,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,31,source_context_type_family,10,127,12,DUE,,SDC,load,load,load,result,result,base
nvidia_intel,matrix-rotate,4,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,7,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,1,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,27,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,9,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,30,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,5,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,0,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,8,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,18,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,21,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,23,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,26,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,29,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,12,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,24,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,20,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,28,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,15,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,16,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,22,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,11,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,14,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,25,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,19,source_context_type_family,10,127,12,SDC,,DUE,load,load,load,result,result,base
nvidia_intel,matrix-rotate,42,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,3,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,17,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,31,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,4,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,41,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,7,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,35,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,61,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,49,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,1,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,27,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,38,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,53,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,9,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,54,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,50,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,46,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,62,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,13,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,52,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,59,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,30,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,5,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,0,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,8,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,37,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,18,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,36,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,2,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,21,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,44,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,23,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,26,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,45,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,29,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,12,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,56,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,39,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,6,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,10,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,24,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,55,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,58,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,51,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,20,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,28,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,47,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,43,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,15,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,34,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,57,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,60,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,16,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,22,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,11,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,32,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,33,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,14,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,25,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,19,source_context_type_family,84,298,86,SDC,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,63,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,40,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,48,source_context_type_family,84,298,86,DUE,,MASKED,add,add,add,result,result,base
nvidia_intel,matrix-rotate,17,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,31,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,27,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,13,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,30,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,18,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,26,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,29,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,28,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,15,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
nvidia_intel,matrix-rotate,16,source_context_type_family,18,144,20,SDC,,DUE,icmp,icmp,icmp,result,result,base
