site_id,bit_index,trial,result,exit_code,stdout,stderr,dump
1,0,1,BASELINE,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/baseline.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/baseline.err,
102,31,1,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31.bin
102,31,2,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31_trial2.bin
102,31,3,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31_trial3.bin
1,0,1,BASELINE,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/baseline.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/baseline.err,
95,0,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit0.bin
95,0,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit0_trial2.bin
95,0,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit0_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit0_trial3.bin
95,15,1,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit15.bin
95,15,2,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit15_trial2.bin
95,15,3,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site95_bit15_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site95_bit15_trial3.bin
99,0,1,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site99_bit0.bin
99,0,2,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site99_bit0_trial2.bin
99,0,3,MASKED,0,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site99_bit0_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site99_bit0_trial3.bin
102,31,1,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31.bin
102,31,2,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial2.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial2.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31_trial2.bin
102,31,3,FAILURE,1,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial3.out,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/site102_bit31_trial3.err,/home/mdunlavy/GPU_FI/HeCBench/results/llvm17_inject_trace_probe/randomAccess/float/randomAccess_site102_bit31_trial3.bin
