normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,0,0.000000
SDC_FLAGGED,0,0.000000
SDC_NOTFLAGGED,18985,92.836186
FAILURE_HANG,1440,7.041565
FAILURE_NONHANG,25,0.122249
