site_id,bit_index,raw_result,normalized_result,exit_code,dump_present,failure_kind,failure_signal,site_class,operand_index,opcode,type_kind,bitwidth,function,source_file,source_line,source_column,signature_ordinal,semantic_key,phase,has_out,has_err,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_size_bytes
100,0,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.19226e+06,350805,857829,4.19021e+18,9.99024e+11,2.32798e+06,3.35688e+06,2621440,0.625,1249886212,3.03972e+06,16777216
100,1,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.19225e+06,351955,859287,4.18816e+18,9.98536e+11,2.32772e+06,3.34869e+06,2621440,0.625,1249878024,3.04891e+06,16777216
100,10,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.19226e+06,993766,1.51143e+06,2.09715e+18,5e+11,3.1032e+06,3.70365e+06,2751999,0.656128,1241513984,8.41641e+06,16777216
100,11,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,350806,857414,4.19021e+06,8.64081,2.32055e+06,3.37306e+06,2621440,0.625,1249902588,3.04923e+06,16777216
100,12,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,351959,858464,2.09408e+06,7.84104,2.32091e+06,3.36462e+06,2621440,0.625,1249902588,3.06565e+06,16777216
100,13,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,354266,860572,1.04602e+06,7.19439,2.32879e+06,3.35874e+06,2621441,0.625,1249902588,3.09647e+06,16777216
100,14,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,358885,864824,521984,6.61373,2.33743e+06,3.38124e+06,2621446,0.625001,1249902588,3.15408e+06,16777216
100,15,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,365362,869249,259968,5.99445,2.34738e+06,3.38333e+06,2615481,0.623579,1249902588,3.19923e+06,16777216
100,16,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,386706,891268,128960,5.52315,2.39152e+06,3.43045e+06,2621531,0.625022,1249902588,3.46081e+06,16777216
100,17,SDC:not-flagged,SDC_NOTFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_,/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp,78,22,2,_ZZZ4mainENKUlRN4sycl3_V17handlerEE_clES2_ENKUlNS0_7nd_itemILi1EEEE_clES5_|pointer|getelementptr|ptr|64|0|/home/mdunlavy/GPU_FI/HeCBench/src/matrix-rotate-sycl/main.cpp|78|22|2,matrix-rotate-sycl-prod-r1,1,1,4.1943e+06,424106,928753,63456,4.9857,2.47622e+06,3.52435e+06,2621893,0.625108,1249902588,3.83096e+06,16777216
