site_id,bit_index,result,taxonomy,exit_code,failure_kind,failure_signal,stdout,stderr,dump,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_ham_bits,metric_ham_bytes,metric_size_bytes
5,0,DUE,FAILURE_NONHANG,stderr_nontrivial,gpu_misaligned_address,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit0.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit0.err,,6.71089e+07,3.35544e+07,3.87453e+07,6.71089e+19,1e+12,6.36675e+07,6.64363e+07,67108862,1,1283457024,1.67773e+07,,,268435456
5,1,DUE,FAILURE_NONHANG,stderr_nontrivial,gpu_misaligned_address,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit1.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit1.err,,6.71089e+07,3.35544e+07,3.87453e+07,6.71089e+19,1e+12,6.37566e+07,6.64658e+07,67108862,1,1283457024,1.67773e+07,,,268435456
5,2,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit2.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit2.err,,6.71089e+07,3.35544e+07,3.87453e+07,6.71089e+19,1e+12,6.37071e+07,6.64144e+07,67108862,1,1283457024,1.67773e+07,,,268435456
5,3,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit3.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit3.err,,6.71007e+07,2.23696e+07,2.73971e+07,8.191e+15,1.22055e+08,5.19796e+07,6.03746e+07,67108859,1,1283454976,1.21169e+07,,,268435456
5,4,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit4.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit4.err,,6.71007e+07,1.95734e+07,2.65271e+07,8.191e+15,1.22055e+08,5.20592e+07,6.02855e+07,50331646,0.75,1283454976,1.10683e+07,,,268435456
5,5,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit5.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit5.err,,,,,,,,,,,,,,,
5,6,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit6.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit6.err,,,,,,,,,,,,,,,
5,7,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit7.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit7.err,,,,,,,,,,,,,,,
5,8,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit8.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit8.err,,,,,,,,,,,,,,,
5,9,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit9.out,HeCBench/results/llvm17_inject/matrix-rotate/pointer/site5_bit9.err,,,,,,,,,,,,,,,
