site_id,opcode,site_class,type_kind,bitwidth,operand_index
292,alloca,pointer,pointer,32,-1
293,alloca,operand,int,32,0
294,alloca,pointer,pointer,32,-1
295,alloca,operand,int,32,0
296,alloca,pointer,pointer,32,-1
297,alloca,operand,int,32,0
298,alloca,pointer,pointer,32,-1
299,alloca,operand,int,32,0
300,alloca,pointer,pointer,32,-1
301,alloca,operand,int,32,0
302,alloca,pointer,pointer,32,-1
303,alloca,operand,int,32,0
304,alloca,pointer,pointer,32,-1
305,alloca,operand,int,32,0
306,alloca,pointer,pointer,32,-1
307,alloca,operand,int,32,0
308,alloca,pointer,pointer,32,-1
309,alloca,operand,int,32,0
310,addrspacecast,pointer,pointer,64,-1
311,addrspacecast,pointer,pointer,32,0
312,addrspacecast,pointer,pointer,64,-1
313,addrspacecast,pointer,pointer,32,0
314,addrspacecast,pointer,pointer,64,-1
315,addrspacecast,pointer,pointer,32,0
316,addrspacecast,pointer,pointer,64,-1
317,addrspacecast,pointer,pointer,32,0
318,addrspacecast,pointer,pointer,64,-1
319,addrspacecast,pointer,pointer,32,0
320,addrspacecast,pointer,pointer,64,-1
321,addrspacecast,pointer,pointer,32,0
322,addrspacecast,pointer,pointer,64,-1
323,addrspacecast,pointer,pointer,32,0
324,addrspacecast,pointer,pointer,64,-1
325,addrspacecast,pointer,pointer,64,0
326,store,pointer,pointer,64,0
327,store,pointer,pointer,64,1
328,load,pointer,pointer,64,-1
329,load,pointer,pointer,64,0
330,addrspacecast,pointer,pointer,64,-1
331,addrspacecast,pointer,pointer,64,0
332,store,pointer,pointer,64,0
333,store,pointer,pointer,64,1
334,load,pointer,pointer,64,-1
335,load,pointer,pointer,64,0
336,store,pointer,pointer,64,0
337,store,pointer,pointer,64,1
338,store,pointer,pointer,64,0
339,store,pointer,pointer,64,1
340,addrspacecast,pointer,pointer,64,-1
341,addrspacecast,pointer,pointer,32,0
342,addrspacecast,pointer,pointer,64,-1
343,addrspacecast,pointer,pointer,32,0
344,call,int,int,64,-1
345,call,operand,int,32,0
346,call,pointer,pointer,64,1
347,trunc,int,int,32,-1
348,trunc,operand,int,64,0
349,addrspacecast,pointer,pointer,64,-1
350,addrspacecast,pointer,pointer,32,0
351,addrspacecast,pointer,pointer,64,-1
