site_id,opcode,type_kind,bitwidth,operand_index,function
1,store,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
2,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
3,store,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
4,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
5,store,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
6,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
7,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
8,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
9,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
10,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
11,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
12,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
13,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
14,getelementptr,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
15,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
16,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
17,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
18,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
19,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
20,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
21,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
22,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
23,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
24,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
25,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
26,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
27,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
28,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
29,getelementptr,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
30,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
31,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
32,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
33,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
34,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
35,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
36,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
37,load,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
38,getelementptr,ptr,64,0,_Z9kernel_BSIfEvPKT_S2_Pmmm
39,store,ptr,64,1,_Z9kernel_BSIfEvPKT_S2_Pmmm
40,store,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
41,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
42,store,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
43,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
44,store,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
45,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
46,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
47,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
48,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
49,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
50,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
51,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
52,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
53,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
54,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
55,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
56,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
57,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
58,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
59,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
60,getelementptr,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
61,load,ptr,64,0,_Z10kernel_BS2IfEvPKT_S2_Pmmm
62,store,ptr,64,1,_Z10kernel_BS2IfEvPKT_S2_Pmmm
