nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,store,int,64,0
2,2,exact,store,int,64,0
5,82,exact,add,int,32,0
6,129,no_operand,add,int,32,1
7,77,exact,zext,int,32,0
8,3,exact,store,int,64,0
9,7,exact,icmp,int,64,0
10,11,exact,icmp,int,64,1
11,12,exact,br,int,1,0
12,13,exact,getelementptr,int,64,1
13,14,exact,store,float,32,0
14,4,exact,store,int,64,0
15,16,exact,sub,int,64,0
16,17,exact,sub,int,64,1
17,10,exact,icmp,int,64,0
18,19,exact,br,int,1,0
19,20,exact,sub,int,64,0
20,21,exact,sub,int,64,1
21,22,exact,udiv,int,64,0
22,23,exact,add,int,64,0
23,24,exact,add,int,64,1
24,6,exact,store,int,64,0
25,26,exact,getelementptr,int,64,1
26,27,exact,fcmp,float,32,0
27,28,exact,fcmp,float,32,1
28,29,exact,br,int,1,0
29,9,exact,store,int,64,0
30,15,exact,store,int,64,0
31,32,exact,getelementptr,int,64,1
32,25,exact,store,int,64,0
33,30,exact,store,int,64,0
34,31,exact,store,int,64,0
37,184,exact,add,int,32,0
39,85,exact,zext,int,32,0
40,33,exact,store,int,64,0
41,18,exact,icmp,int,64,0
42,75,exact,icmp,int,64,1
43,76,exact,br,int,1,0
44,124,exact,zext,int,32,0
45,78,exact,lshr,int,64,0
46,79,exact,lshr,int,64,1
47,71,exact,icmp,int,64,0
48,81,exact,br,int,1,0
50,34,exact,store,int,32,0
51,84,exact,sub,int,32,0
52,132,exact,zext,int,32,0
53,86,exact,shl,int,64,1
54,40,exact,store,int,64,0
55,88,exact,getelementptr,int,64,1
56,89,exact,store,float,32,0
57,90,exact,getelementptr,int,64,1
58,91,exact,fcmp,float,32,0
59,92,exact,fcmp,float,32,1
60,93,exact,br,int,1,0
61,43,exact,store,int,64,0
62,95,exact,lshr,int,64,0
63,44,exact,store,int,64,0
64,74,exact,icmp,int,64,0
65,98,exact,br,int,1,0
66,99,exact,or,int,64,0
67,100,exact,or,int,64,1
68,47,exact,store,int,64,0
69,80,exact,icmp,int,64,0
70,103,exact,icmp,int,64,1
71,104,exact,br,int,1,0
72,105,exact,getelementptr,int,64,1
73,106,exact,fcmp,float,32,0
74,107,exact,fcmp,float,32,1
75,108,exact,br,int,1,0
76,65,exact,store,int,64,0
77,110,exact,getelementptr,int,64,1
78,66,exact,store,int,64,0
79,67,exact,store,int,64,0
80,68,exact,store,int,64,0
85,179,exact,zext,int,32,0
86,70,exact,store,int,64,0
87,97,exact,icmp,int,64,0
88,122,exact,icmp,int,64,1
89,123,exact,br,int,1,0
90,187,exact,zext,int,32,0
91,125,exact,lshr,int,64,0
92,126,exact,lshr,int,64,1
93,102,exact,icmp,int,64,0
94,128,exact,br,int,1,0
96,35,exact,store,int,32,0
97,131,exact,sub,int,32,0
99,133,exact,shl,int,64,1
100,73,exact,store,int,64,0
101,135,exact,getelementptr,int,64,1
102,136,exact,store,float,32,0
103,137,exact,getelementptr,int,64,1
104,138,exact,fcmp,float,32,0
105,139,exact,fcmp,float,32,1
106,140,exact,br,int,1,0
107,87,exact,store,int,64,0
108,142,exact,lshr,int,64,0
109,94,exact,store,int,64,0
110,118,exact,icmp,int,64,0
111,145,exact,br,int,1,0
112,146,exact,or,int,64,0
113,147,exact,or,int,64,1
114,96,exact,store,int,64,0
115,121,exact,icmp,int,64,0
116,150,exact,icmp,int,64,1
117,151,exact,br,int,1,0
118,101,exact,store,int,64,0
119,153,exact,getelementptr,int,64,1
120,154,exact,fcmp,float,32,0
121,155,exact,fcmp,float,32,1
122,156,exact,br,int,1,0
123,109,exact,store,int,64,0
124,158,exact,getelementptr,int,64,1
125,111,exact,store,int,64,0
126,112,exact,store,int,64,0
127,113,exact,store,int,64,0
133,114,exact,store,int,64,0
134,127,exact,icmp,int,64,0
135,170,exact,icmp,int,64,1
136,171,exact,br,int,1,0
138,115,exact,store,int,64,0
139,144,exact,icmp,int,64,0
140,178,exact,br,int,1,0
142,180,exact,lshr,int,64,0
143,181,exact,lshr,int,64,1
144,149,exact,icmp,int,64,0
145,183,exact,br,int,1,0
147,83,exact,store,int,32,0
148,186,exact,sub,int,32,0
150,188,exact,shl,int,64,1
151,117,exact,store,int,64,0
152,120,exact,store,int,64,0
153,191,exact,getelementptr,int,64,1
154,192,exact,store,float,32,0
155,193,exact,getelementptr,int,64,1
156,194,exact,fcmp,float,32,0
157,195,exact,fcmp,float,32,1
158,196,exact,br,int,1,0
159,134,exact,store,int,64,0
160,198,exact,lshr,int,64,0
161,141,exact,store,int,64,0
162,166,exact,icmp,int,64,0
163,201,exact,br,int,1,0
164,202,exact,or,int,64,0
165,203,exact,or,int,64,1
166,143,exact,store,int,64,0
167,169,exact,icmp,int,64,0
168,206,exact,icmp,int,64,1
169,207,exact,br,int,1,0
170,148,exact,store,int,64,0
171,209,exact,getelementptr,int,64,1
172,210,exact,fcmp,float,32,0
173,211,exact,fcmp,float,32,1
174,212,exact,br,int,1,0
175,152,exact,store,int,64,0
176,214,exact,getelementptr,int,64,1
177,157,exact,store,int,64,0
