nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,store,int,32,0
2,2,exact,store,int,32,0
3,5,exact,store,int,32,0
4,6,exact,store,int,32,0
5,64,exact,sext,int,32,0
6,70,exact,getelementptr,int,64,1
7,13,exact,store,int,32,0
8,167,exact,sext,int,32,0
9,203,exact,getelementptr,int,64,1
10,14,exact,store,int,32,0
11,169,exact,sext,int,32,0
12,230,exact,getelementptr,int,64,1
13,22,exact,store,int,32,0
14,3,exact,store,float,32,0
15,4,exact,store,float,32,0
16,29,exact,icmp,int,32,0
17,31,exact,br,int,1,0
18,60,exact,mul,int,32,1
19,78,exact,sdiv,int,32,0
20,61,exact,add,int,32,0
21,28,exact,store,int,32,0
22,9,exact,call,int,32,2
23,82,exact,call,int,32,4
24,79,exact,add,int,32,0
25,80,exact,store,int,32,0
26,32,exact,icmp,int,32,0
27,34,exact,br,int,1,0
28,77,exact,mul,int,32,1
29,88,exact,sdiv,int,32,0
30,89,exact,sub,int,32,1
31,83,exact,add,int,32,0
32,84,exact,store,int,32,0
33,17,exact,call,int,32,1
34,93,exact,call,int,32,4
35,90,exact,add,int,32,0
36,91,exact,store,int,32,0
37,53,exact,icmp,int,32,0
38,55,exact,br,int,1,0
39,87,exact,mul,int,32,1
40,99,exact,sdiv,int,32,0
41,94,exact,add,int,32,0
42,95,exact,store,int,32,0
43,10,exact,call,int,32,3
44,103,exact,call,int,32,4
45,100,exact,add,int,32,0
46,101,exact,store,int,32,0
47,56,exact,icmp,int,32,0
48,58,exact,br,int,1,0
49,98,exact,mul,int,32,1
50,109,exact,sdiv,int,32,0
51,110,exact,sub,int,32,1
52,104,exact,add,int,32,0
53,105,exact,store,int,32,0
54,81,exact,call,int,32,2
55,114,exact,call,int,32,4
56,111,exact,add,int,32,0
57,112,exact,store,int,32,0
58,75,exact,icmp,int,32,0
59,76,exact,br,int,1,0
60,108,exact,mul,int,32,1
61,120,exact,sdiv,int,32,0
62,115,exact,add,int,32,0
63,116,exact,store,int,32,0
64,23,exact,call,int,32,1
65,124,exact,call,int,32,4
66,121,exact,add,int,32,0
67,122,exact,store,int,32,0
68,85,exact,icmp,int,32,0
69,86,exact,br,int,1,0
70,119,exact,mul,int,32,1
71,130,exact,sdiv,int,32,0
72,131,exact,sub,int,32,1
73,125,exact,add,int,32,0
74,126,exact,store,int,32,0
75,102,exact,call,int,32,3
76,135,exact,call,int,32,4
77,132,exact,add,int,32,0
78,133,exact,store,int,32,0
79,39,exact,fmul,float,32,0
80,40,exact,fmul,float,32,1
81,48,exact,fmul,float,32,0
82,49,exact,fmul,float,32,1
83,142,exact,fadd,float,32,0
84,143,exact,fadd,float,32,1
85,7,exact,store,float,32,0
86,37,exact,call,float,32,0
87,8,exact,store,float,32,0
88,146,exact,fneg,float,32,0
89,147,exact,fneg,float,32,0
90,15,exact,store,float,32,0
91,16,exact,store,float,32,0
92,46,exact,call,float,32,0
93,66,exact,call,float,32,0
94,189,exact,fcmp,float,32,0
95,97,exact,br,int,1,0
