screen_id,bench,bit_index,value_bitwidth,original_nvidia_site_id,original_amd_site_id,original_intel_site_id,original_nvidia_result,original_amd_result,original_intel_result,match_tier,semantic_match_key,nvidia_opcode,amd_opcode,intel_opcode,nvidia_site_class,amd_site_class,intel_site_class,canonical_relpath,canonical_line,selection_reason
DUE001,colorwheel,0,32,26,153,81,SDC,DUE,SDC,family_full,259f132710d3|add|int|32|value|-1|3,add,add,add,result,result,base,main.src,"for (i = 0; i < YG; i++) setcols(cw, 255-255*i/YG, 255, 0, k++);",AMD-only DUE control
DUE002,colorwheel,1,32,150,304,151,DUE,DUE,SDC,family_full,4a29794e22f9|load|int|32|value|-1|28,load,load,load,result,result,base,main.src,float col0 = cw[k0][b] / 255.f;,NVIDIA+AMD DUE control
DUE003,colorwheel,3,32,7,115,210,SDC,DUE,DUE,family_full,4fa0b31a15c7|load|int|32|value|-1|5,load,load,load,result,result,base,main.src,cw[k][2] = b;,AMD+Intel DUE control
DUE004,colorwheel,13,32,233,495,51,MASKED,DUE,SDC,family_full,5efa48040b87|load|int|32|value|-1|15,load,load,load,result,result,base,main.src,size_t idx = (y * size + x) * 3;,AMD DUE versus NVIDIA MASKED
DUE005,colorwheel,4,32,238,506,59,DUE,DUE,SDC,family_full,6ecb7dc32d12|load|float|32|value|-1|6,load,load,load,result,result,base,main.src,"computeColor(fx/truerange, fy/truerange, pix+idx);",NVIDIA+AMD DUE at distinct instruction
DUE006,colorwheel,12,32,1,103,204,SDC,DUE,DUE,family_full,8f5a40cb06b1|load|int|32|value|-1|1,load,load,load,result,result,base,main.src,cw[k][0] = r;,AMD+Intel DUE at distinct instruction
DUE007,colorwheel,62,64,160,324,161,SDC,MASKED,DUE,family_full,a2a842de0039|sext|int|64|value|-1|4,sext,sext,sext,result,result,base,main.src,float col1 = cw[k1][b] / 255.f;,Intel DUE versus AMD MASKED
DUE008,colorwheel,1,32,17,135,72,DUE,MASKED,SDC,family_full,e2d55974a121|load|int|32|value|-1|4,load,load,load,result,result,base,main.src,"for (i = 0; i < RY; i++) setcols(cw, 255, 255*i/RY, 0, k++);",NVIDIA DUE versus AMD MASKED
DUE009,colorwheel,10,32,183,374,184,SDC,MASKED,DUE,family_full,eeb981d25e2d|fptosi|int|32|value|-1|2,fptosi,fptosi,fptosi,result,result,base,main.src,pix[2 - b] = (int)(255.f * col);,Intel DUE versus AMD MASKED
DUE010,colorwheel,8,32,181,370,182,SDC,DUE,MASKED,source_context_type_family,col *= .75f;|pix[2 - b] = (int)(255.f * col);|}|load|float|32|value,load,load,load,result,result,base,main.src,pix[2 - b] = (int)(255.f * col);,AMD DUE versus Intel MASKED
DUE011,randomAccess,0,64,117,354,76,DUE,SDC,SDC,family_full,7b6a6b3cea90|add|int|64|value|-1|1,add,add,add,result,result,base,main.src,for (u64Int i=0; i<NUPDATE/128; i++) {,NVIDIA-only DUE control
DUE012,randomAccess,0,1,102,320,61,SDC,MASKED,DUE,source_context_type_family,u64Int ran = HPCC_starts ((NUPDATE/128) * j);|for (u64Int i=0; i<NUPDATE/128; i++) {|ran = (ran << 1) ^ ((s64Int) ran < 0 ? POLY : 0);|icmp|int|1|value,icmp,icmp,icmp,result,result,base,main.src,for (u64Int i=0; i<NUPDATE/128; i++) {,Intel DUE versus AMD MASKED
