normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,23887,68.802926
SDC_FLAGGED,0,0.000000
SDC_NOTFLAGGED,8420,24.252549
FAILURE_HANG,2365,6.812028
FAILURE_NONHANG,46,0.132496
