site_id,bit_index,result,exit_code,stdout,stderr,provenance
362,0,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit0.out,,footer
362,1,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit1.out,,footer
362,2,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit2.out,,footer
362,3,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit3.out,,footer
362,4,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit4.out,,footer
362,5,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit5.out,,footer
362,6,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit6.out,,footer
362,7,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit7.out,,footer
362,8,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit8.out,,footer
362,9,FAILURE_NONHANG,1,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/llvm17_inject_amd_aligned_srun/dense-embedding/site362_bit9.out,,footer
