normalized_result,count,pct
MASKED_FLAGGED,351,1.934417
MASKED_UNFLAGGED,17361,95.679250
SDC_FLAGGED,0,0.000000
SDC_NOTFLAGGED,231,1.273078
FAILURE_HANG,169,0.931386
FAILURE_NONHANG,33,0.181868
