site_id,bit_index,trial,result,exit_code,stdout,stderr,dump
316,0,1,BASELINE,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/baseline.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/baseline.err,
316,0,1,BASELINE,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/baseline.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/baseline.err,
316,0,1,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site316_bit0.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site316_bit0.err,
316,0,2,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site316_bit0_trial2.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site316_bit0_trial2.err,
377,0,1,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site377_bit0.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site377_bit0.err,
377,0,2,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site377_bit0_trial2.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site377_bit0_trial2.err,
380,32,1,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site380_bit32.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site380_bit32.err,
380,32,2,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site380_bit32_trial2.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site380_bit32_trial2.err,
375,31,1,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site375_bit31.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site375_bit31.err,
375,31,2,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site375_bit31_trial2.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site375_bit31_trial2.err,
320,33,1,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site320_bit33.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site320_bit33.err,
320,33,2,MASKED,0,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site320_bit33_trial2.out,/autofs/nccs-svm1_home2/mdunlavy/GPU_Fault_Injection/HeCBench/results/debug_trace_top10/amd/randomAccess/float/site320_bit33_trial2.err,
