nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,store,int,64,0
2,5,exact,icmp,int,64,0
3,12,exact,br,int,1,0
4,80,exact,add,int,64,0
5,2,exact,store,int,64,0
6,10,exact,icmp,int,64,0
7,67,exact,br,int,1,0
8,75,exact,sub,int,64,0
9,4,exact,store,int,64,0
10,52,exact,icmp,int,64,0
11,84,exact,br,int,1,0
12,93,exact,icmp,int,32,0
13,88,exact,br,int,1,0
14,9,exact,sext,int,32,0
15,20,exact,getelementptr,int,64,2
16,16,exact,store,int,64,0
17,68,exact,shl,int,64,0
18,65,exact,icmp,int,64,0
19,70,exact,zext,int,1,0
20,71,exact,select,int,1,0
21,72,exact,xor,int,64,0
22,73,exact,xor,int,64,1
23,23,exact,store,int,64,0
24,98,exact,shl,int,64,0
25,69,exact,icmp,int,64,0
26,100,exact,zext,int,1,0
27,101,exact,select,int,1,0
28,102,exact,xor,int,64,0
29,103,exact,xor,int,64,1
30,26,exact,store,int,64,0
31,112,exact,add,int,32,0
32,8,exact,store,int,32,0
33,114,exact,icmp,int,32,0
34,92,exact,br,int,1,0
35,116,exact,zext,int,32,0
36,117,exact,ashr,int,64,0
37,118,exact,ashr,int,64,1
38,76,exact,and,int,64,0
39,83,exact,icmp,int,64,0
40,94,exact,br,int,1,0
41,122,exact,add,int,32,0
42,17,exact,store,int,32,0
43,124,exact,icmp,int,32,0
44,115,exact,br,int,1,0
45,126,exact,icmp,int,32,0
46,121,exact,br,int,1,0
47,128,exact,zext,int,32,0
48,129,exact,lshr,int,64,0
49,130,exact,lshr,int,64,1
50,119,exact,and,int,64,0
51,87,exact,icmp,int,64,0
52,125,exact,br,int,1,0
53,13,exact,sext,int,32,0
54,96,exact,getelementptr,int,64,2
55,109,exact,xor,int,64,0
56,110,exact,xor,int,64,1
57,27,exact,store,int,64,0
58,139,exact,add,int,32,0
59,18,exact,store,int,32,0
60,30,exact,store,int,64,0
61,142,exact,sub,int,32,0
62,55,exact,store,int,32,0
63,144,exact,zext,int,32,0
64,145,exact,ashr,int,64,0
65,146,exact,ashr,int,64,1
66,131,exact,and,int,64,0
67,91,exact,icmp,int,64,0
68,127,exact,br,int,1,0
69,105,exact,shl,int,64,0
70,99,exact,icmp,int,64,0
71,107,exact,zext,int,1,0
72,108,exact,select,int,1,0
73,136,exact,xor,int,64,0
74,137,exact,xor,int,64,1
75,48,exact,store,int,64,0
76,49,exact,store,int,64,0
77,22,exact,ret,int,64,0
78,51,exact,store,int,64,0
79,56,no_bitwidth,mul,int,32,0
80,59,no_bitwidth,mul,int,32,1
81,85,no_bitwidth,add,int,32,0
83,113,exact,store,int,32,0
84,14,exact,sext,int,32,0
85,106,exact,icmp,int,64,0
86,11,exact,icmp,int,64,1
87,133,exact,br,int,1,0
88,19,exact,sext,int,32,0
89,58,exact,sext,int,32,0
90,15,exact,getelementptr,int,64,1
91,62,exact,store,int,64,0
92,74,exact,store,int,64,0
93,123,exact,store,int,32,0
94,60,exact,mul,int,64,1
95,57,exact,udiv,int,64,0
96,95,exact,sext,int,32,0
97,63,no_operand,mul,int,64,0
99,61,exact,call,int,64,0
100,81,exact,store,int,64,0
102,64,exact,udiv,int,64,0
103,120,exact,icmp,int,64,0
104,66,exact,icmp,int,64,1
105,149,exact,br,int,1,0
106,150,exact,shl,int,64,0
107,132,exact,icmp,int,64,0
108,152,exact,zext,int,1,0
109,153,exact,select,int,1,0
110,154,exact,xor,int,64,0
111,155,exact,xor,int,64,1
112,82,exact,store,int,64,0
113,89,exact,sub,int,64,0
114,147,exact,and,int,64,0
115,77,exact,and,int,64,1
116,78,exact,getelementptr,int,64,1
117,21,exact,call,int,64,1
119,86,exact,store,int,64,0
120,90,exact,store,int,64,0
121,97,exact,store,int,64,0
123,25,exact,ret,int,64,0
