normalized_result,count,pct
MASKED_FLAGGED,0,0.000000
MASKED_UNFLAGGED,28997,66.707309
SDC_FLAGGED,8945,20.577883
SDC_NOTFLAGGED,5150,11.847524
FAILURE_HANG,1,0.002300
FAILURE_NONHANG,376,0.864984
