site_id,opcode,type_kind,bitwidth,operand_index,function
1,call,int,64,-1,__assert_fail
2,load,int,8,-1,__assert_fail
3,icmp,int,1,-1,__assert_fail
4,ptrtoint,int,64,-1,__assert_fail
5,ptrtoint,int,64,-1,__assert_fail
6,sub,int,64,-1,__assert_fail
7,trunc,int,32,-1,__assert_fail
8,load,int,64,-1,__assert_fail
9,load,int,32,-1,__assert_fail
10,sext,int,64,-1,__assert_fail
11,call,int,64,-1,__assert_fail
12,load,int,8,-1,__assert_fail
13,icmp,int,1,-1,__assert_fail
14,ptrtoint,int,64,-1,__assert_fail
15,ptrtoint,int,64,-1,__assert_fail
16,sub,int,64,-1,__assert_fail
17,trunc,int,32,-1,__assert_fail
18,load,int,64,-1,__assert_fail
19,load,int,32,-1,__assert_fail
20,sext,int,64,-1,__assert_fail
21,call,int,64,-1,__assert_fail
22,load,int,64,-1,__assert_fail
23,load,int,32,-1,__assert_fail
24,zext,int,64,-1,__assert_fail
25,call,int,64,-1,__assert_fail
26,load,int,8,-1,__assert_fail
27,icmp,int,1,-1,__assert_fail
28,ptrtoint,int,64,-1,__assert_fail
29,ptrtoint,int,64,-1,__assert_fail
30,sub,int,64,-1,__assert_fail
31,trunc,int,32,-1,__assert_fail
32,load,int,64,-1,__assert_fail
33,load,int,32,-1,__assert_fail
34,sext,int,64,-1,__assert_fail
35,call,int,64,-1,__assert_fail
36,load,int,8,-1,__assert_fail
37,icmp,int,1,-1,__assert_fail
38,ptrtoint,int,64,-1,__assert_fail
39,ptrtoint,int,64,-1,__assert_fail
40,sub,int,64,-1,__assert_fail
41,trunc,int,32,-1,__assert_fail
42,load,int,64,-1,__assert_fail
43,load,int,32,-1,__assert_fail
44,sext,int,64,-1,__assert_fail
45,call,int,64,-1,__assert_fail
46,call,int,64,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
47,trunc,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
48,call,int,64,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
49,trunc,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
50,call,int,64,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
51,trunc,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
52,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
53,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
54,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
55,mul,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
56,mul,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
57,sub,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
58,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
59,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
60,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
61,mul,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
62,mul,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
63,sub,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
64,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
65,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
66,mul,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
67,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
68,sub,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
69,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
70,load,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
71,add,int,32,-1,_Z10pathfinderPKiS0_PiS1_P21Trace029RuntimeRecordPjS4_S4_iiiii
