sycl_site_id,old_nvidia_site_id,new_nvidia_site_id,stage,changed,reintroduced,site_class,opcode,type_kind,bitwidth,operand_index,function,source_file,source_line,source_column,signature_ordinal,semantic_key
1,1,1,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,0,0,1,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|0|0|1
2,2,2,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,0,0,2,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|0|0|2
3,7,7,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,14,13,3,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|14|13|3
4,12,12,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,15,13,4,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|15|13|4
10,24,24,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,20,28,5,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|20|28|5
16,31,31,exact,0,0,operand,store,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,28,11,6,_Z7entropyPfPKcii|operand|store|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|28|11|6
17,13,13,exact,0,0,operand,icmp,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,16,9,1,_Z7entropyPfPKcii|operand|icmp|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|16|9|1
18,14,14,exact,0,0,operand,icmp,int,32,1,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,16,9,1,_Z7entropyPfPKcii|operand|icmp|int|32|1|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|16|9|1
19,15,15,exact,0,0,operand,br,int,1,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,16,19,1,_Z7entropyPfPKcii|operand|br|int|1|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|16|19|1
20,16,16,exact,0,0,operand,icmp,int,32,0,_Z7entropyPfPKcii,/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu,16,24,2,_Z7entropyPfPKcii|operand|icmp|int|32|0|/home/mdunlavy/GPU_FI/HeCBench/src/entropy-cuda/main.cu|16|24|2
