site_id,bit_index,raw_result,normalized_result,exit_code,dump_present,failure_kind,failure_signal,site_class,operand_index,opcode,type_kind,bitwidth,function,source_file,source_line,source_column,signature_ordinal,semantic_key,phase,has_out,has_err,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_size_bytes
1000,0,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,1,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,10,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,11,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,12,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,13,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,14,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,15,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,16,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
1000,17,MASKED:no-flag,MASKED_UNFLAGGED,0,1,,,pointer,0,getelementptr,ptr,64,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv,/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp,2180,53,2,_ZN4sycl3_V119local_accessor_baseIiLi1ELNS0_6access4modeE1026ELNS2_11placeholderE0EE7getSizeEv|pointer|getelementptr|ptr|64|0|/opt/aurora/25.190.0/oneapi/compiler/2025.2/bin/compiler/../../include/sycl/accessor.hpp|2180|53|2,pathfinder-sycl,1,1,,,,,,,,,,,,
