site_id,opcode,site_class,type_kind,bitwidth,operand_index
2512,shl,int,int,64,-1
2513,shl,operand,int,64,0
2514,shl,operand,int,64,1
2515,or,int,int,64,-1
2516,or,operand,int,64,0
2517,or,operand,int,64,1
2518,add,int,int,32,-1
2519,add,operand,int,32,0
2520,add,operand,int,32,1
2521,getelementptr,pointer,pointer,64,-1
2522,getelementptr,pointer,pointer,64,0
2523,getelementptr,operand,int,64,1
2524,phi,int,int,32,-1
2525,phi,operand,int,32,0
2526,phi,operand,int,32,1
2527,phi,int,int,64,-1
2528,phi,operand,int,64,0
2529,phi,operand,int,64,1
2530,zext,int,int,64,-1
2531,zext,operand,int,32,0
2532,getelementptr,pointer,pointer,64,-1
2533,getelementptr,pointer,pointer,64,0
2534,getelementptr,operand,int,64,1
2535,load,int,int,8,-1
2536,load,pointer,pointer,64,0
2537,zext,int,int,64,-1
