61,114,9,0
62,114,16,0
63,126,9,0
64,126,16,0
65,124,9,0
66,124,63,0
67,132,23,0
68,132,18,0
69,122,9,0
70,122,23,0
71,117,9,0
72,117,23,0
SUP004,44,11,0
SUP005,47,7,0
